time_s,time_us,time_steady,count_tick,delta_time,seq,srcSystem,srcComponent,time_gregorian
1633357324,161600,286751,2,1200,67,13,0,1980-01-06T03:04:46
1633357325,361600,287951,0,1200,80,13,0,1980-01-06T03:04:47
1633357326,561600,289151,0,1200,92,13,0,1980-01-06T03:04:48
1633357326,561600,289151,0,1200,103,13,0,1980-01-06T03:04:48
1633357327,761600,290351,0,1200,116,13,0,1980-01-06T03:04:49
1633357328,961600,291551,0,1200,127,13,0,1980-01-06T03:04:50
1633357330,161600,292751,0,1200,138,13,0,1980-01-06T03:04:52
1633357331,361600,293951,0,1200,152,13,0,1980-01-06T03:04:53
1633357332,561600,295151,0,1200,163,13,0,1980-01-06T03:04:54
1633357332,561600,295151,0,1200,174,13,0,1980-01-06T03:04:54
1633357333,761600,296351,0,1200,187,13,0,1980-01-06T03:04:55
1633357334,961600,297551,0,1200,198,13,0,1980-01-06T03:04:56
1633357336,161700,298751,0,1200,210,13,0,1980-01-06T03:04:58
1633357337,361700,299951,0,1200,223,13,0,1980-01-06T03:04:59
1633357338,561600,301151,0,1200,234,13,0,1980-01-06T03:05:00
1633357338,561600,301151,0,1200,245,13,0,1980-01-06T03:05:00
1633357339,761600,302351,0,1200,2,13,0,1980-01-06T03:05:01
1633357340,961600,303551,0,1200,14,13,0,1980-01-06T03:05:02
1633357342,161600,304751,0,1200,25,13,0,1980-01-06T03:05:04
1633357343,361600,305951,0,1200,38,13,0,1980-01-06T03:05:05
1633357344,561600,307151,0,1200,49,13,0,1980-01-06T03:05:06
1633357344,561600,307151,0,1200,60,13,0,1980-01-06T03:05:06
1633357345,761600,308351,0,1200,74,13,0,1980-01-06T03:05:07
1633357346,961600,309551,0,1200,85,13,0,1980-01-06T03:05:08
1633357348,161600,310751,0,1200,96,13,0,1980-01-06T03:05:10
1633357349,361700,311951,0,1200,109,13,0,1980-01-06T03:05:11
1633357350,561700,313151,0,1200,120,13,0,1980-01-06T03:05:12
1633357350,561700,313151,0,1200,132,13,0,1980-01-06T03:05:12
1633357351,761600,314351,0,1200,145,13,0,1980-01-06T03:05:13
1633357352,961600,315551,1,1200,156,13,0,1980-01-06T03:05:14
1633357354,161600,316751,0,1200,167,13,0,1980-01-06T03:05:16
1633357355,361600,317951,0,1200,180,13,0,1980-01-06T03:05:17
1633357356,561600,319151,0,1200,192,13,0,1980-01-06T03:05:18
1633357356,561600,319151,0,1200,203,13,0,1980-01-06T03:05:18
1633357357,761600,320351,0,1200,216,13,0,1980-01-06T03:05:19
1633357358,961600,321551,0,1200,227,13,0,1980-01-06T03:05:20
1633357360,161600,322751,0,1200,238,13,0,1980-01-06T03:05:22
1633357361,361600,323951,0,1200,252,13,0,1980-01-06T03:05:23
1633357362,561600,325151,0,1200,7,13,0,1980-01-06T03:05:24
1633357362,561600,325151,0,1200,18,13,0,1980-01-06T03:05:24
1633357363,761700,326351,1,1200,31,13,0,1980-01-06T03:05:25
1633357364,961700,327551,0,1200,42,13,0,1980-01-06T03:05:26
1633357366,161700,328751,0,1200,54,13,0,1980-01-06T03:05:28
1633357367,361600,329951,0,1200,67,13,0,1980-01-06T03:05:29
1633357368,561600,331151,0,1200,78,13,0,1980-01-06T03:05:30
1633357368,561600,331151,0,1200,89,13,0,1980-01-06T03:05:30
1633357369,761600,332351,0,1200,102,13,0,1980-01-06T03:05:31
1633357370,961600,333551,0,1200,114,13,0,1980-01-06T03:05:32
1633357372,161600,334751,0,1200,125,13,0,1980-01-06T03:05:34
1633357373,361600,335951,0,1200,138,13,0,1980-01-06T03:05:35
1633357374,561600,337151,0,1200,149,13,0,1980-01-06T03:05:36
1633357374,561600,337151,0,1200,160,13,0,1980-01-06T03:05:36
1633357375,761600,338351,0,1200,174,13,0,1980-01-06T03:05:37
1633357376,961600,339551,0,1200,185,13,0,1980-01-06T03:05:38
1633357378,161600,340751,0,1200,196,13,0,1980-01-06T03:05:40
1633357379,361700,341951,0,1200,209,13,0,1980-01-06T03:05:41
1633357380,561700,343151,0,1200,220,13,0,1980-01-06T03:05:42
1633357380,561700,343151,0,1200,232,13,0,1980-01-06T03:05:42
1633357381,761600,344351,0,1200,245,13,0,1980-01-06T03:05:43
1633357382,961600,345551,0,1200,0,13,0,1980-01-06T03:05:44
1633357384,161600,346751,0,1200,11,13,0,1980-01-06T03:05:46
1633357385,361600,347951,0,1200,24,13,0,1980-01-06T03:05:47
1633357386,561600,349151,0,1200,36,13,0,1980-01-06T03:05:48
1633357386,561600,349151,0,1200,47,13,0,1980-01-06T03:05:48
1633357387,761600,350351,0,1200,60,13,0,1980-01-06T03:05:49
1633357388,961600,351551,0,1200,71,13,0,1980-01-06T03:05:50
1633357390,161600,352751,0,1200,82,13,0,1980-01-06T03:05:52
1633357391,361600,353951,1,1200,96,13,0,1980-01-06T03:05:53
1633357392,561600,355151,0,1200,107,13,0,1980-01-06T03:05:54
1633357392,561600,355151,0,1200,118,13,0,1980-01-06T03:05:54
1633357393,761700,356351,0,1200,131,13,0,1980-01-06T03:05:55
1633357394,961700,357551,0,1200,142,13,0,1980-01-06T03:05:56
1633357396,161700,358751,0,1200,154,13,0,1980-01-06T03:05:58
1633357397,361600,359951,0,1200,167,13,0,1980-01-06T03:05:59
1633357398,561600,361151,0,1200,178,13,0,1980-01-06T03:06:00
1633357398,561600,361151,0,1200,189,13,0,1980-01-06T03:06:00
1633357399,761600,362351,0,1200,202,13,0,1980-01-06T03:06:01
1633357400,961600,363551,0,1200,214,13,0,1980-01-06T03:06:02
1633357402,161600,364751,0,1200,225,13,0,1980-01-06T03:06:04
1633357403,361600,365951,1,1200,238,13,0,1980-01-06T03:06:05
1633357404,561600,367151,0,1200,249,13,0,1980-01-06T03:06:06
1633357404,561600,367151,0,1200,4,13,0,1980-01-06T03:06:06
1633357405,761600,368351,0,1200,18,13,0,1980-01-06T03:06:07
1633357406,961600,369551,0,1200,29,13,0,1980-01-06T03:06:08
1633357408,161700,370751,0,1200,40,13,0,1980-01-06T03:06:10
1633357409,361700,371951,0,1200,53,13,0,1980-01-06T03:06:11
1633357410,561600,373151,0,1200,64,13,0,1980-01-06T03:06:12
1633357410,561600,373151,0,1200,76,13,0,1980-01-06T03:06:12
1633357411,761600,374351,0,1200,89,13,0,1980-01-06T03:06:13
1633357412,961600,375551,0,1200,100,13,0,1980-01-06T03:06:14
1633357414,161600,376751,0,1200,111,13,0,1980-01-06T03:06:16
1633357415,361600,377951,0,1200,124,13,0,1980-01-06T03:06:17
1633357416,561600,379151,0,1200,136,13,0,1980-01-06T03:06:18
1633357416,561600,379151,0,1200,147,13,0,1980-01-06T03:06:18
1633357417,761600,380351,0,1200,160,13,0,1980-01-06T03:06:19
1633357418,961600,381551,0,1200,171,13,0,1980-01-06T03:06:20
1633357420,161600,382751,0,1200,182,13,0,1980-01-06T03:06:22
1633357421,361600,383951,0,1200,196,13,0,1980-01-06T03:06:23
1633357422,561600,385151,0,1200,207,13,0,1980-01-06T03:06:24
1633357422,561600,385151,0,1200,218,13,0,1980-01-06T03:06:24
1633357423,761700,386351,0,1200,231,13,0,1980-01-06T03:06:25
1633357424,961700,387551,0,1200,242,13,0,1980-01-06T03:06:26
1633357426,161600,388751,1,1200,254,13,0,1980-01-06T03:06:28
1633357427,361600,389951,0,1200,11,13,0,1980-01-06T03:06:29
1633357428,561600,391151,0,1200,22,13,0,1980-01-06T03:06:30
1633357428,561600,391151,0,1200,33,13,0,1980-01-06T03:06:30
1633357429,761600,392351,0,1200,46,13,0,1980-01-06T03:06:31
1633357430,961600,393551,0,1200,58,13,0,1980-01-06T03:06:32
1633357432,161600,394751,0,1200,69,13,0,1980-01-06T03:06:34
1633357433,361600,395951,0,1200,82,13,0,1980-01-06T03:06:35
