time_s,time_us,cookie,snr,frame_no,tap_bytes,rssi_bytes,crc_bytes,time_gregorian,log_timestamp,log_timestamp_gregorian
1633358502,7083735,1065,13,1627,00000000000000000000000000,0d00c890e0,7442,2021-10-04T17:41:49,1633358502.71029,2021-10-04T17:41:42
1633358503,2719032,1066,13,1628,00000000000000000000000000,0d00c890e0,d9e5,2021-10-04T17:41:45,1633358503.273955,2021-10-04T17:41:43
1633358503,8828456,1067,11,1629,00000000000000000000000000,0b00c890e0,1472,2021-10-04T17:41:51,1633358503.884952,2021-10-04T17:41:43
1633358513,5752532,1068,12,1638,00000000000000000000000000,0c00c895e0,91a6,2021-10-04T17:41:58,1633358513.577368,2021-10-04T17:41:53
1633358514,1196925,1069,11,1639,00000000000000000000000000,0b00c890e0,a7c4,2021-10-04T17:41:55,1633358514.121644,2021-10-04T17:41:54
1633358514,7558596,1070,10,1640,00000000000000000000000000,0a00c890e0,2b69,2021-10-04T17:42:01,1633358514.757769,2021-10-04T17:41:54
1633358540,698449,1071,13,1668,00000000000000000000000000,0d00c890e0,a936,2021-10-04T17:42:20,1633358540.071729,2021-10-04T17:42:20
1633358540,7177917,1072,12,1669,00000000000000000000000000,0c00c890e0,d4cc,2021-10-04T17:42:27,1633358540.720057,2021-10-04T17:42:20
1633358541,2650022,1073,13,1670,00000000000000000000000000,0d00c890e0,6ba4,2021-10-04T17:42:23,1633358541.267188,2021-10-04T17:42:21
1633358561,4912586,1074,2,1693,00000000000000000000000000,0200c890e0,ad63,2021-10-04T17:42:45,1633358561.493093,2021-10-04T17:42:41
1633358566,1078927,1075,12,1697,00000000000000000000000000,0c00c890e0,3a76,2021-10-04T17:42:47,1633358566.109847,2021-10-04T17:42:46
1633358566,6708984,1076,11,1698,00000000000000000000000000,0b00c890e0,64ef,2021-10-04T17:42:52,1633358566.673177,2021-10-04T17:42:46
1633358567,2140765,1077,2,1699,00000000000000000000000000,0200c890e0,10bb,2021-10-04T17:42:49,1633358567.216223,2021-10-04T17:42:47
1633358577,4103801,1078,5,4036,00000000000000000000000000,0500c40f90,c3c0,2021-10-04T17:43:01,1633358577.412396,2021-10-04T17:42:57
1633358712,8930816,1079,15,1860,00000000000000000000000000,0f00c890e0,6495,2021-10-04T17:45:20,1633358712.895292,2021-10-04T17:45:12
1633358719,9038527,1080,2,1868,00000000000000000000000000,0200c890e0,cc32,2021-10-04T17:45:28,1633358719.905883,2021-10-04T17:45:19
1633358743,4162399,1081,15,1893,00000000000000000000000000,0f00c890e0,d05c,2021-10-04T17:45:47,1633358743.418111,2021-10-04T17:45:43
1633358760,4718558,1082,1,1997,00000000000000000000000000,0100cd0740,4b0b,2021-10-04T17:46:04,1633358760.473737,2021-10-04T17:46:00
1633358772,3782737,1083,26,3069,00000000000000000000000000,1a00c890e0,c569,2021-10-04T17:46:15,1633358772.380156,2021-10-04T17:46:12
1633358808,7883565,1084,18,1963,00000000000000000000000000,1200c890e0,1a9a,2021-10-04T17:46:55,1633358808.790508,2021-10-04T17:46:48
1633358809,986833,1085,18,677,00000000000000000000000000,12005890e0,f3f0,2021-10-04T17:46:49,1633358809.101164,2021-10-04T17:46:49
1633358810,5128903,1086,5,59310,00000000000000000000000000,0500c890c0,e338,2021-10-04T17:46:55,1633358810.515803,2021-10-04T17:46:50
1633358871,6910779,1087,2,2033,00000000000000000000000000,0200f840a0,efe0,2021-10-04T17:47:57,1633358871.693121,2021-10-04T17:47:51
1633358936,4587266,1088,4,1080,00000000000000000000000000,0400c893e0,6e01,2021-10-04T17:49:00,1633358936.460748,2021-10-04T17:48:56
1633358963,1193163,1089,1,214,00000000000000000000000000,0100c890e0,4bc7,2021-10-04T17:49:24,1633358963.121267,2021-10-04T17:49:23
1633358971,3230645,1090,7,3069,00000000000000000000000000,0700c890e0,941a,2021-10-04T17:49:34,1633358971.325007,2021-10-04T17:49:31
1633358988,6491110,1091,2,33007,00000000000000000000000000,0200c890e0,d704,2021-10-04T17:49:54,1633358988.651168,2021-10-04T17:49:48
1633358989,456266,1092,0,1996,00000000000000000000000000,0000cc07f0,7d43,2021-10-04T17:49:49,1633358989.047607,2021-10-04T17:49:49
1633358990,4557061,1093,1,43602,00000000000000000000000000,0100c890e0,e2b7,2021-10-04T17:49:54,1633358990.459036,2021-10-04T17:49:50
1633359068,5670528,1094,2,3069,00000000000000000000000000,0200c890e0,c50f,2021-10-04T17:51:13,1633359068.569021,2021-10-04T17:51:08
1633359072,3861155,1095,0,33045,00000000000000000000000000,0000849a90,7330,2021-10-04T17:51:15,1633359072.388166,2021-10-04T17:51:12
1633359106,7604477,1096,25,3069,00000000000000000000000000,1900c890e0,dcb6,2021-10-04T17:51:53,1633359106.762304,2021-10-04T17:51:46
1633359140,2783112,1097,14,3069,00000000000000000000000000,0e00c890e0,4d2e,2021-10-04T17:52:22,1633359140.280296,2021-10-04T17:52:20
1633359158,7301383,1098,1,14615,00000000000000000000000000,0100c890e0,41b4,2021-10-04T17:52:45,1633359158.732136,2021-10-04T17:52:38
1633359215,8597881,1099,3,2402,00000000000000000000000000,03009c90e0,12e3,2021-10-04T17:53:43,1633359215.861704,2021-10-04T17:53:35
1633359276,3478708,1100,9,1845,00000000000000000000000000,0900c490a0,3a48,2021-10-04T17:54:39,1633359276.349868,2021-10-04T17:54:36
1633359291,7856144,1101,1,1988,00000000000000000000000000,0100c40720,5a89,2021-10-04T17:54:58,1633359291.787545,2021-10-04T17:54:51
1633359303,2928678,1102,16,20817,00000000000000000000000000,10004c87c0,be55,2021-10-04T17:55:05,1633359303.294893,2021-10-04T17:55:03
1633359348,5042827,1103,3,2552,00000000000000000000000000,0300c890e0,5251,2021-10-04T17:55:53,1633359348.506685,2021-10-04T17:55:48
1633359405,4268023,1104,6,2619,00000000000000000000000000,0600c190e0,5297,2021-10-04T17:56:49,1633359405.428678,2021-10-04T17:56:45
1633359416,4155645,1105,5,2626,00000000000000000000000000,0500c890e0,76f1,2021-10-04T17:57:00,1633359416.417418,2021-10-04T17:56:56
1633359429,1143438,1106,0,2640,00000000000000000000000000,0000c190e0,00b4,2021-10-04T17:57:10,1633359429.116553,2021-10-04T17:57:09
1633359435,5299553,1107,1,2743,00000000000000000000000000,0100c890e0,7ada,2021-10-04T17:57:20,1633359435.53193,2021-10-04T17:57:15
1633359442,3397855,1108,5,2643,00000000000000000000000000,0500889ee0,12ad,2021-10-04T17:57:25,1633359442.341937,2021-10-04T17:57:22
1633359539,3633584,1109,3,2699,00000000000000000000000000,0300c890e0,6030,2021-10-04T17:59:02,1633359539.365214,2021-10-04T17:58:59
1633359582,1654050,1110,14,19193,00000000000000000000000000,0e00c890e0,009b,2021-10-04T17:59:43,1633359582.167496,2021-10-04T17:59:42
1633359658,4771871,1111,1,4497,00000000000000000000000000,01004c5f80,5811,2021-10-04T18:01:02,1633359658.479373,2021-10-04T18:00:58
1633359672,3830776,1112,5,45456,00000000000000000000000000,05009c52d0,f6f6,2021-10-04T18:01:15,1633359672.385591,2021-10-04T18:01:12
1633359677,1330101,1113,2,2,00000000000000000000000000,0200cb8ae0,f6fd,2021-10-04T18:01:18,1633359677.135014,2021-10-04T18:01:17
1633359702,5205276,1114,1,1022,00000000000000000000000000,0100cb96d0,7a3a,2021-10-04T18:01:47,1633359702.52265,2021-10-04T18:01:42
1633359709,9881381,1115,2,51863,00000000000000000000000000,0200c890e0,5d7f,2021-10-04T18:01:58,1633359709.990123,2021-10-04T18:01:49
1633359732,5625417,1116,2,60315,00000000000000000000000000,02001c8030,eab0,2021-10-04T18:02:17,1633359732.5644,2021-10-04T18:02:12
1633359758,7633471,1117,3,8397,00000000000000000000000000,0300cc47c0,12ed,2021-10-04T18:02:45,1633359758.765292,2021-10-04T18:02:38
1633359766,7658071,1118,6,3023,00000000000000000000000000,06005a95e0,07ca,2021-10-04T18:02:53,1633359766.767846,2021-10-04T18:02:46
1633359854,5446257,1119,2,15462,00000000000000000000000000,0200cb73d0,1d60,2021-10-04T18:04:19,1633359854.546607,2021-10-04T18:04:14
1633359924,7448704,1120,14,3188,00000000000000000000000000,0e00c890e0,df91,2021-10-04T18:05:31,1633359924.747143,2021-10-04T18:05:24
1633359949,6332805,1121,6,4719,00000000000000000000000000,0600c49700,1435,2021-10-04T18:05:55,1633359949.636861,2021-10-04T18:05:49
1633359954,6808588,1122,2,28317,00000000000000000000000000,0200d890e0,2d1c,2021-10-04T18:06:00,1633359954.682945,2021-10-04T18:05:54
