time_s,time_us,time_steady,temperature,pressure,humidity,altitude,seq,srcSystem,srcComponent,time_gregorian,log_timestamp,log_timestamp_gregorian
315966121,391500,1321152,-11.088656280067152,75957.42545978194,24.281790868735197,2365.945556640625,48,13,2,1980-01-06T03:22:01,1633358363.177964,2021-10-04T17:39:23
315966127,391500,1327152,-11.330550969997763,72693.59996309476,24.355174364678494,2715.440185546875,119,13,2,1980-01-06T03:22:07,1633358369.986117,2021-10-04T17:39:29
315966135,391500,1335152,-11.621594722618624,68898.69827598924,24.429795338155866,3138.2080078125,215,13,2,1980-01-06T03:22:15,1633358376.846696,2021-10-04T17:39:36
315966142,391500,1342152,-11.860918080514239,65947.4078863713,24.49179042100339,3480.271240234375,41,13,2,1980-01-06T03:22:22,1633358383.1576478,2021-10-04T17:39:43
315966149,391500,1349152,-12.080966517205866,63233.07121872494,24.58089404859037,3806.0302734375,124,13,2,1980-01-06T03:22:29,1633358390.0460088,2021-10-04T17:39:50
315966155,391500,1355152,-12.30551174429711,60932.93282213428,24.658925807414725,4091.091552734375,195,13,2,1980-01-06T03:22:35,1633358396.3060079,2021-10-04T17:39:56
315966162,391600,1362152,-12.623536222740132,50159.373994544665,24.661816534681236,5555.8125,23,13,2,1980-01-06T03:22:42,1633358405.956528,2021-10-04T17:40:05
315966169,391500,1369152,-13.211075484923617,50725.352778147826,22.017654087030543,5472.7919921875,106,13,2,1980-01-06T03:22:49,1633358412.2376928,2021-10-04T17:40:12
315966177,391500,1377152,-13.473523450846187,81552.41989474586,21.31858236073563,1794.2327880859375,201,13,2,1980-01-06T03:22:57,1633358419.076156,2021-10-04T17:40:19
315966183,391600,1383152,-13.637352273760825,80741.47743892876,21.39605464530669,1875.0828857421875,16,13,2,1980-01-06T03:23:03,1633358425.39618,2021-10-04T17:40:25
315966190,391500,1390152,-13.83940741477834,79826.61052808142,21.601792150172823,1967.089599609375,99,13,2,1980-01-06T03:23:10,1633358432.285873,2021-10-04T17:40:32
315966196,391500,1396152,-14.044031956095932,79196.28886030919,21.818434562387967,2030.9791259765625,170,13,2,1980-01-06T03:23:16,1633358438.57596,2021-10-04T17:40:38
315966205,641600,1405152,-14.356268200784688,78282.66748753408,22.15966094859774,2124.323974609375,21,13,2,1980-01-06T03:23:25,1633358446.1063359,2021-10-04T17:40:46
