time_s,time_us,time_steady,sd_last_error,sd_error_count,sd_elapsed_time_from_msg,sd_last_state,imi_last_error,imi_error_count,imi_elapsed_time_from_msg,imi_last_state,sins_comm_last_error,sins_comm_error_count,sins_comm_elapsed_time_from_msg,sins_comm_last_state,wifi_last_error,wifi_error_count,wifi_elapsed_time_from_msg,wifi_last_state,network_last_error,network_error_count,network_elapsed_time_from_msg,network_last_state,sensors_last_error,sensors_error_count,sensors_elapsed_time_from_msg,sensors_last_state,time_sync_last_error,time_sync_error_count,time_sync_elapsed_time_from_msg,time_sync_last_state,radio_last_error,radio_error_count,radio_elapsed_time_from_msg,radio_last_state,shift_reg_last_error,shift_reg_error_count,shift_reg_elapsed_time_from_msg,shift_reg_last_state,seq,srcSystem,srcComponent,time_gregorian,log_timestamp,log_timestamp_gregorian
315967952,451274,3150003,0,0,54,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279305728,236,10,0,1980-01-06T03:52:32,1633360191.126173,2021-10-04T18:09:51
315967964,451278,3162003,0,0,47,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279305728,16,10,0,1980-01-06T03:52:44,1633360204.3361409,2021-10-04T18:10:04
315967978,451273,3176003,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279305728,58,10,0,1980-01-06T03:52:58,1633360217.586148,2021-10-04T18:10:17
315967991,451273,3189003,0,0,87,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279305728,97,10,0,1980-01-06T03:53:11,1633360233.0363688,2021-10-04T18:10:33
315968006,541307,3204003,0,0,39,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279305728,142,10,0,1980-01-06T03:53:26,1633360246.776352,2021-10-04T18:10:46
315968019,541714,3217003,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4278257153,181,10,0,1980-01-06T03:53:39,1633360259.475288,2021-10-04T18:10:59
315968033,541423,3231003,0,0,85,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4278191633,223,10,0,1980-01-06T03:53:53,1633360272.705308,2021-10-04T18:11:12
315968046,541312,3244003,0,0,67,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4278191633,6,10,0,1980-01-06T03:54:06,1633360286.064929,2021-10-04T18:11:26
315968059,541324,3257003,0,0,48,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4278191633,45,10,0,1980-01-06T03:54:19,1633360299.325664,2021-10-04T18:11:39
315968073,541314,3271003,0,0,88,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4278191633,87,10,0,1980-01-06T03:54:33,1633360312.624629,2021-10-04T18:11:52
315968086,541314,3284003,0,0,98,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4278257168,126,10,0,1980-01-06T03:54:46,1633360328.0074,2021-10-04T18:12:08
315968101,541707,3299003,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279240208,171,10,0,1980-01-06T03:55:01,1633360341.404245,2021-10-04T18:12:21
315968114,680458,3312013,0,0,53,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279240208,210,10,0,1980-01-06T03:55:14,1633360354.6246889,2021-10-04T18:12:34
315968127,670863,3325003,0,0,33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279240208,249,10,0,1980-01-06T03:55:27,1633360367.96506,2021-10-04T18:12:47
315968141,680468,3339013,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279240208,35,10,0,1980-01-06T03:55:41,1633360381.16516,2021-10-04T18:13:01
315968154,670854,3352003,0,0,66,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279240208,74,10,0,1980-01-06T03:55:54,1633360393.863536,2021-10-04T18:13:13
315968170,670862,3368003,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279305728,122,10,0,1980-01-06T03:56:10,1633360409.6233928,2021-10-04T18:13:29
315968183,670861,3381003,0,0,97,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279305728,161,10,0,1980-01-06T03:56:23,1633360422.293505,2021-10-04T18:13:42
315968197,680398,3395013,0,0,36,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279305728,203,10,0,1980-01-06T03:56:37,1633360438.223309,2021-10-04T18:13:58
315968210,670707,3408003,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4278257153,242,10,0,1980-01-06T03:56:50,1633360451.463573,2021-10-04T18:14:11
315968224,680343,3422013,0,0,83,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4278257153,28,10,0,1980-01-06T03:57:04,1633360464.673065,2021-10-04T18:14:24
315968237,670862,3435003,0,0,93,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4278257153,67,10,0,1980-01-06T03:57:17,1633360477.9528599,2021-10-04T18:14:37
315968251,681507,3449014,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4278257168,109,10,0,1980-01-06T03:57:31,1633360490.584348,2021-10-04T18:14:50
315968265,670862,3463003,0,0,58,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4278257168,151,10,0,1980-01-06T03:57:45,1633360503.7725198,2021-10-04T18:15:03
315968278,670858,3476003,0,0,89,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4278257168,190,10,0,1980-01-06T03:57:58,1633360519.732537,2021-10-04T18:15:19
315968292,670858,3490003,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4278257168,232,10,0,1980-01-06T03:58:12,1633360533.031913,2021-10-04T18:15:33
315968305,888615,3503003,0,0,33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4278257168,15,10,0,1980-01-06T03:58:25,1633360546.253365,2021-10-04T18:15:46
315968319,888238,3517003,0,0,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4278257168,57,10,0,1980-01-06T03:58:39,1633360558.931669,2021-10-04T18:15:58
315968332,888603,3530003,0,0,38,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279305728,96,10,0,1980-01-06T03:58:52,1633360572.1215248,2021-10-04T18:16:12
315968345,888616,3543003,0,0,55,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279240193,135,10,0,1980-01-06T03:59:05,1633360585.40378,2021-10-04T18:16:25
315968358,898091,3556013,0,0,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279240193,174,10,0,1980-01-06T03:59:18,1633360598.5711079,2021-10-04T18:16:38
315968373,898124,3571013,0,0,58,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279240193,219,10,0,1980-01-06T03:59:33,1633360611.8708239,2021-10-04T18:16:51
315968387,888409,3585003,0,0,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279240193,5,10,0,1980-01-06T03:59:47,1633360627.2913249,2021-10-04T18:17:07
315968400,64756,3597003,0,0,45,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279240208,41,10,0,1980-01-06T04:00:00,1633360640.550925,2021-10-04T18:17:20
315968414,64757,3611003,0,0,53,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279240208,83,10,0,1980-01-06T04:00:14,1633360653.8804889,2021-10-04T18:17:33
315968427,64757,3624003,0,0,59,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4278257168,122,10,0,1980-01-06T04:00:27,1633360667.040544,2021-10-04T18:17:47
315968441,69417,3638008,0,0,28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4278257168,164,10,0,1980-01-06T04:00:41,1633360680.2501,2021-10-04T18:18:00
315968455,64363,3652003,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4278191633,206,10,0,1980-01-06T04:00:55,1633360693.4699318,2021-10-04T18:18:13
315968468,64757,3665003,0,0,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4278191633,245,10,0,1980-01-06T04:01:08,1633360706.659996,2021-10-04T18:18:26
315968481,64629,3678003,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4278191633,28,10,0,1980-01-06T04:01:21,1633360722.150056,2021-10-04T18:18:42
315968495,64783,3692003,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4278191633,70,10,0,1980-01-06T04:01:35,1633360735.3894129,2021-10-04T18:18:55
315968509,212901,3706004,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4278257168,112,10,0,1980-01-06T04:01:49,1633360747.989624,2021-10-04T18:19:07
315968522,222503,3719013,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279305728,151,10,0,1980-01-06T04:02:02,1633360761.128964,2021-10-04T18:19:21
315968535,212679,3732003,0,0,38,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279305728,190,10,0,1980-01-06T04:02:15,1633360774.3189008,2021-10-04T18:19:34
315968549,222201,3746013,0,0,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279240208,232,10,0,1980-01-06T04:02:29,1633360788.1589198,2021-10-04T18:19:48
315968563,212277,3760003,0,0,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279240208,18,10,0,1980-01-06T04:02:43,1633360801.3487809,2021-10-04T18:20:01
315968576,222642,3773013,0,0,94,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279240208,57,10,0,1980-01-06T04:02:56,1633360816.7889478,2021-10-04T18:20:16
315968590,212686,3787003,0,0,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279240208,99,10,0,1980-01-06T04:03:10,1633360829.389148,2021-10-04T18:20:29
315968603,251673,3800013,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279240208,138,10,0,1980-01-06T04:03:23,1633360842.6280959,2021-10-04T18:20:42
315968616,241879,3813003,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279240208,177,10,0,1980-01-06T04:03:36,1633360855.8988209,2021-10-04T18:20:55
315968629,242201,3826003,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4262462993,216,10,0,1980-01-06T04:03:49,1633360869.257997,2021-10-04T18:21:09
315968644,251701,3841013,0,0,31,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4262462993,5,10,0,1980-01-06T04:04:04,1633360882.557765,2021-10-04T18:21:22
315968658,241786,3855003,0,0,44,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4262462993,47,10,0,1980-01-06T04:04:18,1633360896.457532,2021-10-04T18:21:36
315968670,251848,3867013,0,0,79,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4262462993,83,10,0,1980-01-06T04:04:30,1633360909.14746,2021-10-04T18:21:49
315968684,241791,3881003,0,0,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4262462993,125,10,0,1980-01-06T04:04:44,1633360924.6775968,2021-10-04T18:22:04
315968698,242187,3895003,4,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4262462993,167,10,0,1980-01-06T04:04:58,1633360938.046969,2021-10-04T18:22:18
315968711,241575,3908003,4,5,56,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4262462993,206,10,0,1980-01-06T04:05:11,1633360951.4167728,2021-10-04T18:22:31
315968725,241882,3922004,4,5,28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4262462993,248,10,0,1980-01-06T04:05:25,1633360964.72698,2021-10-04T18:22:44
315968739,241570,3936003,4,5,34,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4262462993,34,10,0,1980-01-06T04:05:39,1633360978.056612,2021-10-04T18:22:58
315968752,241571,3949003,4,5,72,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4262462993,73,10,0,1980-01-06T04:05:52,1633360991.426048,2021-10-04T18:23:11
315968766,241603,3963003,4,5,70,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4262462993,115,10,0,1980-01-06T04:06:06,1633361004.766276,2021-10-04T18:23:24
315968779,241570,3976003,4,5,31,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4262462993,154,10,0,1980-01-06T04:06:19,1633361017.5261009,2021-10-04T18:23:37
315968793,251050,3990013,4,5,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4262462993,196,10,0,1980-01-06T04:06:33,1633361033.0666568,2021-10-04T18:23:53
315968807,366612,4004003,4,5,87,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4262462993,238,10,0,1980-01-06T04:06:47,1633361046.3658319,2021-10-04T18:24:06
315968820,376121,4017013,4,5,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4262462993,21,10,0,1980-01-06T04:07:00,1633361060.285789,2021-10-04T18:24:20
315968834,366586,4031003,4,5,29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4262462993,63,10,0,1980-01-06T04:07:14,1633361073.705569,2021-10-04T18:24:33
315968848,366592,4045003,4,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4262462993,105,10,0,1980-01-06T04:07:28,1633361087.1554399,2021-10-04T18:24:47
315968862,366589,4059003,4,5,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4262462993,147,10,0,1980-01-06T04:07:42,1633361100.49502,2021-10-04T18:25:00
315968875,366584,4072003,4,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4262462993,186,10,0,1980-01-06T04:07:55,1633361113.284852,2021-10-04T18:25:13
315968889,366175,4086003,4,5,57,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4262462993,228,10,0,1980-01-06T04:08:09,1633361128.925925,2021-10-04T18:25:28
315968903,314032,4100003,4,5,51,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4262462993,14,10,0,1980-01-06T04:08:23,1633361142.9148679,2021-10-04T18:25:42
315968917,314008,4114003,4,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4262462993,56,10,0,1980-01-06T04:08:37,1633361156.264628,2021-10-04T18:25:56
315968930,314401,4127003,4,5,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4262462993,95,10,0,1980-01-06T04:08:50,1633361169.0149999,2021-10-04T18:26:09
315968944,314007,4141003,4,5,91,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4262462993,137,10,0,1980-01-06T04:09:04,1633361182.414368,2021-10-04T18:26:22
315968957,314408,4154003,4,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4262462993,176,10,0,1980-01-06T04:09:17,1633361195.8046129,2021-10-04T18:26:35
315968970,314434,4167003,4,5,35,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4262462993,215,10,0,1980-01-06T04:09:30,1633361209.206233,2021-10-04T18:26:49
315968984,314400,4181003,4,5,82,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4262462993,1,10,0,1980-01-06T04:09:44,1633361224.824972,2021-10-04T18:27:04
315968999,314410,4196003,4,5,179,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4262462993,46,10,0,1980-01-06T04:09:59,1633361238.2141209,2021-10-04T18:27:18
315969012,314408,4209003,4,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4262462993,85,10,0,1980-01-06T04:10:12,1633361251.524632,2021-10-04T18:27:31
