time_s,time_us,time_steady,rx_packet_start_cnt,rx_packet_done_cnt,rx_cmds_start_cnt,rx_cmds_done_cnt,rx_drops_start_cnt,rx_drops_done_cnt,tx_psize_start_cnt,tx_psize_done_cnt,tx_packet_start_cnt,tx_packet_done_cnt,tx_zeroes_start_cnt,tx_zeroes_done_cnt,tx_empty_buffer_cnt,tx_overruns_cnt,cmds_get_size_cnt,cmds_get_packet_cnt,cmds_set_packet_cnt,cmds_invalid_cnt,restarts_cnt,berr_cnt,arlo_cnt,ovf_cnt,af_cnt,btf_cnt,tx_wrong_size_cnt,rx_wrong_size_cnt,seq,srcSystem,srcComponent,time_gregorian
315965180,217000,380807,340,340,12192,12192,0,0,4473,4473,4473,4473,0,0,2906,34,7379,4473,340,0,1,0,0,0,2905,0,0,0,156,13,0,1980-01-06T03:06:20
315965183,217000,383807,342,342,12289,12289,0,0,4509,4509,4509,4509,0,0,2929,34,7438,4509,342,0,1,0,0,0,2928,0,0,0,192,13,0,1980-01-06T03:06:23
315965186,217000,386807,345,345,12385,12385,0,0,4544,4544,4544,4544,0,0,2952,34,7496,4544,345,0,1,0,0,0,2951,0,0,0,227,13,0,1980-01-06T03:06:26
315965189,217000,389807,348,348,12483,12483,0,0,4580,4580,4580,4580,0,0,2975,34,7555,4580,348,0,1,0,0,0,2974,0,0,0,7,13,0,1980-01-06T03:06:29
315965192,217000,392807,350,350,12579,12579,0,0,4615,4615,4615,4615,0,0,2999,34,7614,4615,350,0,1,0,0,0,2998,0,0,0,42,13,0,1980-01-06T03:06:32
315965195,217000,395807,353,353,12676,12676,0,0,4651,4651,4651,4651,0,0,3021,34,7672,4651,353,0,1,0,0,0,3020,0,0,0,78,13,0,1980-01-06T03:06:35
315965198,217000,398807,356,356,12775,12775,0,0,4687,4687,4687,4687,0,0,3045,34,7732,4687,356,0,1,0,0,0,3044,0,0,0,114,13,0,1980-01-06T03:06:38
315965201,380300,401807,359,359,12871,12871,0,0,4722,4722,4722,4722,0,0,3068,34,7790,4722,359,0,1,0,0,0,3067,0,0,0,149,13,0,1980-01-06T03:06:41
315965204,380300,404807,361,361,12968,12968,0,0,4758,4758,4758,4758,0,0,3091,34,7849,4758,361,0,1,0,0,0,3090,0,0,0,185,13,0,1980-01-06T03:06:44
315965207,380300,407807,364,364,13065,13065,0,0,4793,4793,4793,4793,0,0,3115,34,7908,4793,364,0,1,0,0,0,3114,0,0,0,220,13,0,1980-01-06T03:06:47
315965210,380300,410807,367,367,13163,13163,0,0,4829,4829,4829,4829,0,0,3138,34,7967,4829,367,0,1,0,0,0,3137,0,0,0,0,13,0,1980-01-06T03:06:50
315965213,380300,413807,369,369,13260,13260,0,0,4865,4865,4865,4865,0,0,3161,34,8026,4865,369,0,1,0,0,0,3160,0,0,0,36,13,0,1980-01-06T03:06:53
315965216,380300,416807,372,372,13357,13356,0,0,4900,4900,4900,4900,0,0,3184,34,8084,4900,372,0,1,0,0,0,3183,0,0,0,71,13,0,1980-01-06T03:06:56
315965219,380300,419807,375,375,13454,13454,0,0,4936,4936,4936,4936,0,0,3207,34,8143,4936,375,0,1,0,0,0,3206,0,0,0,107,13,0,1980-01-06T03:06:59
315965222,380300,422807,377,377,13550,13550,0,0,4971,4971,4971,4971,0,0,3231,34,8202,4971,377,0,1,0,0,0,3230,0,0,0,142,13,0,1980-01-06T03:07:02
315965225,380300,425807,380,380,13648,13648,0,0,5007,5007,5007,5007,0,0,3254,34,8261,5007,380,0,1,0,0,0,3253,0,0,0,178,13,0,1980-01-06T03:07:05
315965228,380300,428807,383,383,13746,13746,0,0,5043,5043,5043,5043,0,0,3277,34,8320,5043,383,0,1,0,0,0,3276,0,0,0,214,13,0,1980-01-06T03:07:08
315965231,380300,431807,386,386,13843,13843,0,0,5078,5078,5078,5078,0,0,3301,34,8379,5078,386,0,1,0,0,0,3300,0,0,0,249,13,0,1980-01-06T03:07:11
315965234,380300,434807,388,388,13940,13940,0,0,5114,5114,5114,5114,0,0,3324,34,8438,5114,388,0,1,0,0,0,3323,0,0,0,29,13,0,1980-01-06T03:07:14
315965237,380300,437807,391,391,14036,14036,0,0,5149,5149,5149,5149,0,0,3347,34,8496,5149,391,0,1,0,0,0,3346,0,0,0,64,13,0,1980-01-06T03:07:17
315965240,380300,440807,394,394,14134,14134,0,0,5185,5185,5185,5185,0,0,3370,34,8555,5185,394,0,1,0,0,0,3369,0,0,0,100,13,0,1980-01-06T03:07:20
315965243,380300,443807,396,396,14231,14231,0,0,5221,5221,5221,5221,0,0,3393,34,8614,5221,396,0,1,0,0,0,3392,0,0,0,136,13,0,1980-01-06T03:07:23
315965246,380300,446807,399,399,14327,14327,0,0,5256,5256,5256,5256,0,0,3416,34,8672,5256,399,0,1,0,0,0,3415,0,0,0,171,13,0,1980-01-06T03:07:26
315965249,380300,449807,402,402,14426,14426,0,0,5292,5292,5292,5292,0,0,3440,34,8732,5292,402,0,1,0,0,0,3439,0,0,0,207,13,0,1980-01-06T03:07:29
