time_s,time_us,time_steady,o2_conc,seq,srcSystem,srcComponent,time_gregorian
315965017,983200,218573,18.036117553710938,22,13,0,1980-01-06T03:03:37
315965018,983200,219573,17.867555618286133,35,13,0,1980-01-06T03:03:38
315965019,983200,220573,17.713041305541992,46,13,0,1980-01-06T03:03:39
315965020,983200,221573,17.544479370117188,57,13,0,1980-01-06T03:03:40
315965021,983200,222573,17.432106018066406,70,13,0,1980-01-06T03:03:41
315965022,983200,223573,17.305683135986328,82,13,0,1980-01-06T03:03:42
315965023,983200,224573,17.179264068603516,93,13,0,1980-01-06T03:03:43
315965024,983200,225573,17.06688690185547,106,13,0,1980-01-06T03:03:44
315965025,983200,226573,16.95451545715332,117,13,0,1980-01-06T03:03:45
315965026,983200,227573,16.828092575073242,128,13,0,1980-01-06T03:03:46
315965027,983200,228573,16.715717315673828,142,13,0,1980-01-06T03:03:47
315965028,983200,229573,16.645484924316406,153,13,0,1980-01-06T03:03:48
315965029,983200,230573,16.519062042236328,164,13,0,1980-01-06T03:03:49
315965030,983200,231573,16.392641067504883,177,13,0,1980-01-06T03:03:50
315965031,983200,232573,16.2943115234375,188,13,0,1980-01-06T03:03:51
315965032,983200,233573,16.195985794067383,200,13,0,1980-01-06T03:03:52
315965033,983200,234573,16.09765625,213,13,0,1980-01-06T03:03:53
315965034,983200,235573,16.013378143310547,224,13,0,1980-01-06T03:03:54
315965035,983200,236573,15.886955261230469,235,13,0,1980-01-06T03:03:55
315965036,983200,237573,15.830767631530762,248,13,0,1980-01-06T03:03:56
315965037,983200,238573,15.746485710144043,4,13,0,1980-01-06T03:03:57
315965038,983200,239573,15.690299034118652,15,13,0,1980-01-06T03:03:58
315965039,983200,240573,15.648160934448242,28,13,0,1980-01-06T03:03:59
315965040,983200,241573,15.620065689086914,39,13,0,1980-01-06T03:04:00
315965041,983200,242573,15.563879013061523,50,13,0,1980-01-06T03:04:01
315965042,983200,243573,15.521737098693848,64,13,0,1980-01-06T03:04:02
315965043,983200,244573,15.493643760681152,75,13,0,1980-01-06T03:04:03
315965044,983200,245573,15.465551376342773,86,13,0,1980-01-06T03:04:04
315965045,983200,246573,15.381269454956055,99,13,0,1980-01-06T03:04:05
315965046,983200,247573,15.311037063598633,110,13,0,1980-01-06T03:04:06
315965047,983200,248573,15.268895149230957,122,13,0,1980-01-06T03:04:07
315965048,983200,249573,15.226755142211914,135,13,0,1980-01-06T03:04:08
315965049,983200,250573,15.15652084350586,146,13,0,1980-01-06T03:04:09
315965050,983200,251573,15.17056655883789,157,13,0,1980-01-06T03:04:10
315965051,983200,252573,15.128426551818848,170,13,0,1980-01-06T03:04:11
315965052,983200,253573,15.100333213806152,182,13,0,1980-01-06T03:04:12
315965053,983200,254573,15.07223892211914,193,13,0,1980-01-06T03:04:13
315965054,983200,255573,15.058192253112793,206,13,0,1980-01-06T03:04:14
315965055,983200,256573,15.030098915100098,217,13,0,1980-01-06T03:04:15
315965056,983200,257573,15.01605224609375,228,13,0,1980-01-06T03:04:16
315965057,983200,258573,15.01605224609375,242,13,0,1980-01-06T03:04:17
315965058,983200,259573,14.97391128540039,253,13,0,1980-01-06T03:04:18
315965059,983200,260573,14.945818901062012,8,13,0,1980-01-06T03:04:19
315965060,983200,261573,14.931770324707031,21,13,0,1980-01-06T03:04:20
315965061,983200,262573,14.917724609375,32,13,0,1980-01-06T03:04:21
315965062,983200,263573,14.917724609375,44,13,0,1980-01-06T03:04:22
315965063,983200,264573,14.903676986694336,57,13,0,1980-01-06T03:04:23
315965064,983200,265573,14.917724609375,68,13,0,1980-01-06T03:04:24
315965065,983200,266573,14.903676986694336,79,13,0,1980-01-06T03:04:25
315965066,983200,267573,14.889630317687988,92,13,0,1980-01-06T03:04:26
315965067,983200,268573,14.847490310668945,104,13,0,1980-01-06T03:04:27
315965068,983200,269573,14.847490310668945,115,13,0,1980-01-06T03:04:28
315965069,983200,270573,14.81939697265625,128,13,0,1980-01-06T03:04:29
315965070,983200,271573,14.791302680969238,139,13,0,1980-01-06T03:04:30
315965071,983200,272573,14.791302680969238,150,13,0,1980-01-06T03:04:31
315965072,983200,273573,14.805350303649902,164,13,0,1980-01-06T03:04:32
315965073,983200,274573,14.81939697265625,175,13,0,1980-01-06T03:04:33
315965074,983200,275573,14.791302680969238,186,13,0,1980-01-06T03:04:34
315965075,983200,276573,14.805350303649902,199,13,0,1980-01-06T03:04:35
315965076,983200,277573,14.791302680969238,210,13,0,1980-01-06T03:04:36
315965077,983200,278573,14.76321029663086,222,13,0,1980-01-06T03:04:37
315965078,983200,279573,14.749162673950195,235,13,0,1980-01-06T03:04:38
315965079,983200,280573,14.707023620605469,246,13,0,1980-01-06T03:04:39
315965080,983200,281573,14.67892837524414,1,13,0,1980-01-06T03:04:40
315965081,983200,282573,14.692975997924805,14,13,0,1980-01-06T03:04:41
315965082,983200,283573,14.67892837524414,26,13,0,1980-01-06T03:04:42
315965083,983200,284573,14.664880752563477,37,13,0,1980-01-06T03:04:43
315965084,983200,285573,14.664880752563477,50,13,0,1980-01-06T03:04:44
315965085,983200,286573,14.664880752563477,61,13,0,1980-01-06T03:04:45
315965086,983200,287573,14.664880752563477,72,13,0,1980-01-06T03:04:46
315965087,983200,288573,14.664880752563477,86,13,0,1980-01-06T03:04:47
315965088,983200,289573,14.650835990905762,97,13,0,1980-01-06T03:04:48
315965089,983200,290573,14.650835990905762,108,13,0,1980-01-06T03:04:49
315965090,983200,291573,14.62274169921875,121,13,0,1980-01-06T03:04:50
315965091,983200,292573,14.594648361206055,132,13,0,1980-01-06T03:04:51
315965092,983200,293573,14.594648361206055,144,13,0,1980-01-06T03:04:52
315965093,983200,294573,14.594648361206055,157,13,0,1980-01-06T03:04:53
315965094,983200,295573,14.636788368225098,168,13,0,1980-01-06T03:04:54
315965095,983200,296573,14.608694076538086,179,13,0,1980-01-06T03:04:55
315965096,983200,297573,14.594648361206055,192,13,0,1980-01-06T03:04:56
315965097,983200,298573,14.58060073852539,204,13,0,1980-01-06T03:04:57
315965098,983200,299573,14.566554069519043,215,13,0,1980-01-06T03:04:58
315965099,983200,300573,14.58060073852539,228,13,0,1980-01-06T03:04:59
315965100,983200,301573,14.552506446838379,239,13,0,1980-01-06T03:05:00
315965101,983200,302573,14.538461685180664,250,13,0,1980-01-06T03:05:01
315965102,983200,303573,14.5244140625,8,13,0,1980-01-06T03:05:02
315965103,983200,304573,14.552506446838379,19,13,0,1980-01-06T03:05:03
315965104,983200,305573,14.510368347167969,30,13,0,1980-01-06T03:05:04
315965105,983200,306573,14.496319770812988,43,13,0,1980-01-06T03:05:05
315965106,983200,307573,14.482272148132324,54,13,0,1980-01-06T03:05:06
315965107,983200,308573,14.496319770812988,66,13,0,1980-01-06T03:05:07
315965108,983200,309573,14.482272148132324,79,13,0,1980-01-06T03:05:08
315965109,983200,310573,14.454179763793945,90,13,0,1980-01-06T03:05:09
315965110,983200,311573,14.440132141113281,101,13,0,1980-01-06T03:05:10
315965111,983200,312573,14.42608642578125,114,13,0,1980-01-06T03:05:11
315965112,983200,313573,14.42608642578125,126,13,0,1980-01-06T03:05:12
315965113,983200,314573,14.41203784942627,137,13,0,1980-01-06T03:05:13
315965114,983200,315573,14.36989974975586,150,13,0,1980-01-06T03:05:14
315965115,983200,316573,14.355850219726562,161,13,0,1980-01-06T03:05:15
315965116,983200,317573,14.327757835388184,172,13,0,1980-01-06T03:05:16
315965117,983200,318573,14.313712120056152,186,13,0,1980-01-06T03:05:17
315965118,983200,319573,14.327757835388184,197,13,0,1980-01-06T03:05:18
315965119,983200,320573,14.327757835388184,208,13,0,1980-01-06T03:05:19
315965120,983200,321573,14.313712120056152,221,13,0,1980-01-06T03:05:20
315965121,983200,322573,14.327757835388184,232,13,0,1980-01-06T03:05:21
315965122,983200,323573,14.327757835388184,244,13,0,1980-01-06T03:05:22
315965123,983200,324573,14.299664497375488,1,13,0,1980-01-06T03:05:23
315965124,983200,325573,14.299664497375488,12,13,0,1980-01-06T03:05:24
315965125,983200,326573,14.299664497375488,23,13,0,1980-01-06T03:05:25
315965126,983200,327573,14.257523536682129,36,13,0,1980-01-06T03:05:26
315965127,983200,328573,14.28561782836914,48,13,0,1980-01-06T03:05:27
315965128,983200,329573,14.257523536682129,59,13,0,1980-01-06T03:05:28
315965129,983200,330573,14.243475914001465,72,13,0,1980-01-06T03:05:29
315965130,983200,331573,14.22943115234375,83,13,0,1980-01-06T03:05:30
315965131,983200,332573,14.22943115234375,94,13,0,1980-01-06T03:05:31
315965132,983200,333573,14.243475914001465,108,13,0,1980-01-06T03:05:32
315965133,983200,334573,14.22943115234375,119,13,0,1980-01-06T03:05:33
315965134,983200,335573,14.215383529663086,130,13,0,1980-01-06T03:05:34
315965135,983200,336573,14.22943115234375,143,13,0,1980-01-06T03:05:35
315965136,983200,337573,14.215383529663086,154,13,0,1980-01-06T03:05:36
315965137,983200,338573,14.215383529663086,166,13,0,1980-01-06T03:05:37
315965138,983200,339573,14.18729019165039,179,13,0,1980-01-06T03:05:38
315965139,983200,340573,14.18729019165039,190,13,0,1980-01-06T03:05:39
315965140,983200,341573,14.201337814331055,201,13,0,1980-01-06T03:05:40
315965141,983200,342573,14.201337814331055,214,13,0,1980-01-06T03:05:41
315965142,983200,343573,14.201337814331055,226,13,0,1980-01-06T03:05:42
315965143,983200,344573,14.18729019165039,237,13,0,1980-01-06T03:05:43
315965144,983200,345573,14.159193992614746,250,13,0,1980-01-06T03:05:44
315965145,983200,346573,14.201337814331055,5,13,0,1980-01-06T03:05:45
315965146,983200,347573,14.201337814331055,16,13,0,1980-01-06T03:05:46
315965147,983200,348573,14.201337814331055,30,13,0,1980-01-06T03:05:47
315965148,983200,349573,14.201337814331055,41,13,0,1980-01-06T03:05:48
315965149,983200,350573,14.22943115234375,52,13,0,1980-01-06T03:05:49
315965150,983200,351573,14.243475914001465,65,13,0,1980-01-06T03:05:50
315965151,983200,352573,14.257523536682129,76,13,0,1980-01-06T03:05:51
315965152,983200,353573,14.271570205688477,88,13,0,1980-01-06T03:05:52
315965153,983200,354573,14.257523536682129,101,13,0,1980-01-06T03:05:53
315965154,983200,355573,14.28561782836914,112,13,0,1980-01-06T03:05:54
315965155,983200,356573,14.243475914001465,123,13,0,1980-01-06T03:05:55
315965156,983200,357573,14.22943115234375,136,13,0,1980-01-06T03:05:56
315965157,983200,358573,14.215383529663086,148,13,0,1980-01-06T03:05:57
315965158,983200,359573,14.201337814331055,159,13,0,1980-01-06T03:05:58
315965159,983200,360573,14.22943115234375,172,13,0,1980-01-06T03:05:59
315965160,983200,361573,14.215383529663086,183,13,0,1980-01-06T03:06:00
315965161,983200,362573,14.215383529663086,194,13,0,1980-01-06T03:06:01
315965162,983200,363573,14.17324161529541,208,13,0,1980-01-06T03:06:02
315965163,983200,364573,14.17324161529541,219,13,0,1980-01-06T03:06:03
315965164,983200,365573,14.18729019165039,230,13,0,1980-01-06T03:06:04
315965165,983200,366573,14.17324161529541,243,13,0,1980-01-06T03:06:05
315965166,983200,367573,14.18729019165039,254,13,0,1980-01-06T03:06:06
315965167,983200,368573,14.215383529663086,10,13,0,1980-01-06T03:06:07
315965168,983200,369573,14.215383529663086,23,13,0,1980-01-06T03:06:08
315965169,983200,370573,14.215383529663086,34,13,0,1980-01-06T03:06:09
315965170,983200,371573,14.22943115234375,45,13,0,1980-01-06T03:06:10
315965171,983200,372573,14.215383529663086,58,13,0,1980-01-06T03:06:11
315965172,983200,373573,14.201337814331055,70,13,0,1980-01-06T03:06:12
315965173,983200,374573,14.18729019165039,81,13,0,1980-01-06T03:06:13
315965174,983200,375573,14.17324161529541,94,13,0,1980-01-06T03:06:14
315965175,983200,376573,14.201337814331055,105,13,0,1980-01-06T03:06:15
315965176,983200,377573,14.538461685180664,116,13,0,1980-01-06T03:06:16
