time_s,time_us,time_steady,dna_temp,heater_is_on,seq,srcSystem,srcComponent,time_gregorian
315964903,874200,106395,15.9595947265625,0,228,13,0,1980-01-06T03:01:43
315964904,874200,107395,15.68048095703125,0,239,13,0,1980-01-06T03:01:44
315964905,874200,108395,15.866790771484375,0,253,13,0,1980-01-06T03:01:45
315964906,874200,109395,15.68048095703125,0,8,13,0,1980-01-06T03:01:46
315964907,874200,110395,15.586944580078125,0,19,13,0,1980-01-06T03:01:47
315964908,874200,111395,15.8203125,0,32,13,0,1980-01-06T03:01:48
315964909,874200,112395,15.727142333984375,0,43,13,0,1980-01-06T03:01:49
315964910,874200,113395,15.68048095703125,0,55,13,0,1980-01-06T03:01:50
315964911,874200,114395,15.54010009765625,0,68,13,0,1980-01-06T03:01:51
315964912,874200,115395,15.4931640625,0,79,13,0,1980-01-06T03:01:52
315964913,874200,116395,15.63372802734375,0,90,13,0,1980-01-06T03:01:53
315964914,874200,117395,15.586944580078125,0,103,13,0,1980-01-06T03:01:54
315964915,874200,118395,15.54010009765625,0,115,13,0,1980-01-06T03:01:55
315964916,874200,119395,15.399139404296875,0,126,13,0,1980-01-06T03:01:56
315964917,874200,120395,15.4461669921875,0,139,13,0,1980-01-06T03:01:57
315964918,874200,121395,15.63372802734375,0,150,13,0,1980-01-06T03:01:58
315964919,874200,122395,15.4461669921875,0,161,13,0,1980-01-06T03:01:59
315964920,874200,123395,15.4931640625,0,175,13,0,1980-01-06T03:02:00
315964921,874200,124395,15.4931640625,0,186,13,0,1980-01-06T03:02:01
315964922,874200,125395,15.352020263671875,0,197,13,0,1980-01-06T03:02:02
315964923,874200,126395,15.54010009765625,0,210,13,0,1980-01-06T03:02:03
315964924,874200,127395,15.25762939453125,0,221,13,0,1980-01-06T03:02:04
315964925,874200,128395,15.352020263671875,0,233,13,0,1980-01-06T03:02:05
315964926,874200,129395,15.399139404296875,0,246,13,0,1980-01-06T03:02:06
315964927,874200,130395,15.4931640625,0,1,13,0,1980-01-06T03:02:07
315964928,874200,131395,15.399139404296875,0,12,13,0,1980-01-06T03:02:08
315964929,874200,132395,15.304840087890625,0,25,13,0,1980-01-06T03:02:09
315964930,874200,133395,15.304840087890625,0,37,13,0,1980-01-06T03:02:10
315964931,874200,134395,15.399139404296875,0,48,13,0,1980-01-06T03:02:11
315964932,874200,135395,15.210296630859375,0,61,13,0,1980-01-06T03:02:12
315964933,874200,136395,15.399139404296875,0,72,13,0,1980-01-06T03:02:13
315964934,874200,137395,15.352020263671875,0,83,13,0,1980-01-06T03:02:14
315964935,874200,138395,15.115478515625,0,97,13,0,1980-01-06T03:02:15
315964936,874200,139395,15.352020263671875,0,108,13,0,1980-01-06T03:02:16
315964937,874200,140395,15.115478515625,0,119,13,0,1980-01-06T03:02:17
315964938,874200,141395,15.0679931640625,0,132,13,0,1980-01-06T03:02:18
315964939,874200,142395,15.304840087890625,0,143,13,0,1980-01-06T03:02:19
315964940,874200,143395,15.162933349609375,0,155,13,0,1980-01-06T03:02:20
315964941,874200,144395,15.210296630859375,0,168,13,0,1980-01-06T03:02:21
315964942,874200,145395,15.0679931640625,0,179,13,0,1980-01-06T03:02:22
315964943,874200,146395,16.190521240234375,1,190,13,0,1980-01-06T03:02:23
315964944,874200,147395,16.8292236328125,1,203,13,0,1980-01-06T03:02:24
315964945,874200,148395,17.545654296875,1,215,13,0,1980-01-06T03:02:25
315964946,874200,149395,18.551727294921875,1,226,13,0,1980-01-06T03:02:26
315964947,874200,150395,19.531768798828125,1,239,13,0,1980-01-06T03:02:27
315964948,874200,151395,19.741546630859375,0,250,13,0,1980-01-06T03:02:28
315964949,874200,152395,20.733306884765625,0,5,13,0,1980-01-06T03:02:29
315964950,874200,153395,21.01800537109375,0,19,13,0,1980-01-06T03:02:30
315964951,874200,154395,21.381134033203125,0,30,13,0,1980-01-06T03:02:31
315964952,874200,155395,21.58148193359375,0,41,13,0,1980-01-06T03:02:32
315964953,874200,156395,21.6214599609375,0,54,13,0,1980-01-06T03:02:33
315964954,874200,157395,21.7808837890625,0,65,13,0,1980-01-06T03:02:34
315964955,874200,158395,21.6214599609375,0,77,13,0,1980-01-06T03:02:35
315964956,874200,159395,21.58148193359375,0,90,13,0,1980-01-06T03:02:36
315964957,874200,160395,21.70123291015625,0,101,13,0,1980-01-06T03:02:37
315964958,874200,161395,21.461395263671875,0,112,13,0,1980-01-06T03:02:38
315964959,874200,162395,21.421295166015625,0,125,13,0,1980-01-06T03:02:39
315964960,874200,163395,21.22015380859375,0,137,13,0,1980-01-06T03:02:40
315964961,874200,164395,21.179779052734375,0,148,13,0,1980-01-06T03:02:41
315964962,874200,165395,21.179779052734375,0,161,13,0,1980-01-06T03:02:42
315964963,874200,166395,21.05853271484375,0,172,13,0,1980-01-06T03:02:43
315964964,874200,167395,20.97747802734375,0,183,13,0,1980-01-06T03:02:44
315964965,874200,168395,20.97747802734375,0,197,13,0,1980-01-06T03:02:45
315964966,874200,169395,20.733306884765625,0,208,13,0,1980-01-06T03:02:46
315964967,874200,170395,20.733306884765625,0,219,13,0,1980-01-06T03:02:47
315964968,874200,171395,20.364288330078125,0,232,13,0,1980-01-06T03:02:48
315964969,874200,172395,20.364288330078125,0,243,13,0,1980-01-06T03:02:49
315964970,874200,173395,20.323089599609375,0,255,13,0,1980-01-06T03:02:50
315964971,874200,174395,20.24053955078125,0,12,13,0,1980-01-06T03:02:51
315964972,874200,175395,20.157806396484375,0,23,13,0,1980-01-06T03:02:52
315964973,874200,176395,19.86688232421875,0,34,13,0,1980-01-06T03:02:53
315964974,874200,177395,19.741546630859375,0,47,13,0,1980-01-06T03:02:54
315964975,874200,178395,19.86688232421875,0,59,13,0,1980-01-06T03:02:55
315964976,874200,179395,19.741546630859375,0,70,13,0,1980-01-06T03:02:56
315964977,874200,180395,19.699676513671875,0,83,13,0,1980-01-06T03:02:57
315964978,874200,181395,19.40533447265625,0,94,13,0,1980-01-06T03:02:58
315964979,874200,182395,19.447509765625,0,105,13,0,1980-01-06T03:02:59
315964980,874200,183395,19.40533447265625,0,119,13,0,1980-01-06T03:03:00
315964981,874200,184395,19.27850341796875,0,130,13,0,1980-01-06T03:03:01
315964982,874200,185395,19.32080078125,0,141,13,0,1980-01-06T03:03:02
