time_us,snr,rssi_bytes,time_s,crc_bytes,cookie,log_timestamp,log_timestamp_gregorian,frame_no,tap_bytes,time_gregorian
61719,1,0100c890e0,1633357438,4d5d,677,1633357438.008321,2021-10-04T17:23:58,444,00000000000000000000000000,1633357438.061719
9103918,6,06004c07e0,1633357443,d040,678,1633357443.912283,2021-10-04T17:24:03,1868,00000000000000000000000000,1633357452.103918
8145177,2,0200c890e0,1633357444,657d,679,1633357444.816648,2021-10-04T17:24:04,452,00000000000000000000000000,1633357452.145177
816206,7,0700c890e0,1633357451,57db,680,1633357451.084589,2021-10-04T17:24:11,459,00000000000000000000000000,1633357451.816206
6568524,2,0200c890e0,1633357451,94f2,681,1633357451.659138,2021-10-04T17:24:11,460,00000000000000000000000000,1633357457.568524
2846605,4,0400c890e0,1633357452,b28a,682,1633357452.28673,2021-10-04T17:24:12,461,00000000000000000000000000,1633357454.846605
9495773,14,0e00c890e0,1633357475,6929,683,1633357475.95154,2021-10-04T17:24:35,487,00000000000000000000000000,1633357484.495773
4969797,15,0f00c890e0,1633357476,3b93,684,1633357476.498989,2021-10-04T17:24:36,488,00000000000000000000000000,1633357480.969797
1132893,11,0b00c890e0,1633357477,b566,685,1633357477.115539,2021-10-04T17:24:37,489,00000000000000000000000000,1633357478.132893
7523610,15,0f00c890e0,1633357479,ff59,686,1633357479.754381,2021-10-04T17:24:39,490,00000000000000000000000000,1633357486.52361
3794598,15,0f00c890e0,1633357480,cf99,687,1633357480.381717,2021-10-04T17:24:40,491,00000000000000000000000000,1633357483.794598
5541849,12,0c00c890e0,1633357481,0c0d,688,1633357481.556335,2021-10-04T17:24:41,493,00000000000000000000000000,1633357486.541849
1295182,14,0e00c890e0,1633357482,1df2,689,1633357482.131592,2021-10-04T17:24:42,494,00000000000000000000000000,1633357483.295182
3130342,10,0a00c890e0,1633357483,99d2,690,1633357483.31511,2021-10-04T17:24:43,496,00000000000000000000000000,1633357486.130342
329144,10,0a00c890e0,1633357486,1e25,691,1633357486.034782,2021-10-04T17:24:46,497,00000000000000000000000000,1633357486.329144
5688722,14,0e00c890e0,1633357486,8ac2,692,1633357486.570907,2021-10-04T17:24:46,498,00000000000000000000000000,1633357491.688722
2145650,12,0c00c890e0,1633357487,d977,693,1633357487.216614,2021-10-04T17:24:47,499,00000000000000000000000000,1633357489.14565
7968754,12,0c00c890e0,1633357487,9dfd,694,1633357487.799355,2021-10-04T17:24:47,500,00000000000000000000000000,1633357494.968754
1375410,1,0100589ee0,1633357488,180d,695,1633357488.139698,2021-10-04T17:24:48,32821,00000000000000000000000000,1633357489.37541
9515469,15,0f00c890e0,1633357488,7ffd,696,1633357488.95361,2021-10-04T17:24:48,502,00000000000000000000000000,1633357497.515469
6419355,14,0e00c890e0,1633357489,9e76,697,1633357489.643979,2021-10-04T17:24:49,503,00000000000000000000000000,1633357495.419355
1974565,14,0e00c890e0,1633357492,7ecd,698,1633357492.199664,2021-10-04T17:24:52,504,00000000000000000000000000,1633357493.974565
8301844,14,0e00c890e0,1633357492,3859,699,1633357492.832232,2021-10-04T17:24:52,505,00000000000000000000000000,1633357500.301844
3677494,9,0900c890e0,1633357493,4ef7,700,1633357493.369694,2021-10-04T17:24:53,506,00000000000000000000000000,1633357496.677494
43053,12,0c00c890e0,1633357494,bf0f,701,1633357494.007935,2021-10-04T17:24:54,507,00000000000000000000000000,1633357494.043053
5691125,10,0a00c890e0,1633357494,fca0,702,1633357494.571058,2021-10-04T17:24:54,508,00000000000000000000000000,1633357499.691125
7354161,8,0800c890e0,1633357495,3b39,703,1633357495.738257,2021-10-04T17:24:55,510,00000000000000000000000000,1633357502.354161
4861073,3,0300c890e0,1633357498,f33e,704,1633357498.48826,2021-10-04T17:24:58,511,00000000000000000000000000,1633357502.861073
1142399,13,0d00c890e0,1633357499,5971,705,1633357499.116487,2021-10-04T17:24:59,512,00000000000000000000000000,1633357500.142399
8410670,11,0b00c890e0,1633357500,fde9,706,1633357500.843127,2021-10-04T17:25:00,515,00000000000000000000000000,1633357508.41067
4866192,13,0d00c890e0,1633357501,ec0b,707,1633357501.488612,2021-10-04T17:25:01,516,00000000000000000000000000,1633357505.866192
6644127,11,0b00c890e0,1633357504,5bee,708,1633357504.666548,2021-10-04T17:25:04,518,00000000000000000000000000,1633357510.644127
3119375,11,0b00c890e0,1633357505,5dd6,709,1633357505.314079,2021-10-04T17:25:05,519,00000000000000000000000000,1633357508.119375
9356846,11,0b00c890e0,1633357505,bce4,710,1633357505.937617,2021-10-04T17:25:05,520,00000000000000000000000000,1633357514.356846
5049052,9,0900c890e0,1633357506,772e,711,1633357506.507076,2021-10-04T17:25:06,521,00000000000000000000000000,1633357511.049052
6617341,11,0b00c890e0,1633357507,09cc,712,1633357507.664009,2021-10-04T17:25:07,523,00000000000000000000000000,1633357513.617341
2940280,7,0700c890e0,1633357508,c23d,713,1633357508.296653,2021-10-04T17:25:08,2,00000000000000000000000000,1633357510.94028
5725600,11,0b00c890e0,1633357511,ef32,714,1633357511.575273,2021-10-04T17:25:11,526,00000000000000000000000000,1633357516.7256
1177868,13,0d00c890e0,1633357512,e3ea,715,1633357512.119939,2021-10-04T17:25:12,527,00000000000000000000000000,1633357513.177868
7479648,13,0d00c890e0,1633357512,e20e,716,1633357512.74982,2021-10-04T17:25:12,528,00000000000000000000000000,1633357519.479648
2848443,13,0d00c890e0,1633357513,06a9,717,1633357513.286885,2021-10-04T17:25:13,529,00000000000000000000000000,1633357515.848443
2028186,15,0f00c890e0,1633357517,2768,718,1633357517.206686,2021-10-04T17:25:17,532,00000000000000000000000000,1633357519.028186
7454018,10,0a00c890e0,1633357517,19f1,719,1633357517.748569,2021-10-04T17:25:17,533,00000000000000000000000000,1633357524.454018
2874395,10,0a00c890e0,1633357518,0758,720,1633357518.289438,2021-10-04T17:25:18,534,00000000000000000000000000,1633357520.874395
9032239,10,0a00c890e0,1633357518,ec05,721,1633357518.905443,2021-10-04T17:25:18,535,00000000000000000000000000,1633357527.032239
4533495,10,0a00c890e0,1633357519,3c18,722,1633357519.455244,2021-10-04T17:25:19,536,00000000000000000000000000,1633357523.533495
870544,13,0d00c890e0,1633357520,39d3,723,1633357520.089102,2021-10-04T17:25:20,537,00000000000000000000000000,1633357520.870544
6393306,10,0a00c890e0,1633357520,3078,724,1633357520.641376,2021-10-04T17:25:20,538,00000000000000000000000000,1633357526.393306
2641446,13,0d00c890e0,1633357523,b635,725,1633357523.266278,2021-10-04T17:25:23,539,00000000000000000000000000,1633357525.641446
4436826,9,0900c890e0,1633357524,205a,726,1633357524.445848,2021-10-04T17:25:24,541,00000000000000000000000000,1633357528.436826
8100638,9,0900c890e0,1633357526,c96c,727,1633357526.812427,2021-10-04T17:25:26,545,00000000000000000000000000,1633357534.100638
556550,13,0d00c890e0,1633357530,1ca4,728,1633357530.057724,2021-10-04T17:25:30,547,00000000000000000000000000,1633357530.55655
6388354,13,0d00c890e0,1633357530,f8b9,729,1633357530.641741,2021-10-04T17:25:30,548,00000000000000000000000000,1633357536.388354
5121014,3,03004407c0,1633357531,51c3,730,1633357531.514127,2021-10-04T17:25:31,1860,00000000000000000000000000,1633357536.121014
761775,14,0e00c890e0,1633357533,b29b,731,1633357533.078238,2021-10-04T17:25:33,552,00000000000000000000000000,1633357533.761775
1204354,12,0c00c890e0,1633357538,925b,732,1633357538.122539,2021-10-04T17:25:38,557,00000000000000000000000000,1633357539.204354
9740393,12,0c00c890e0,1633357541,7a36,733,1633357541.978389,2021-10-04T17:25:41,560,00000000000000000000000000,1633357550.740393
5257377,13,0d00c890e0,1633357542,0ed5,734,1633357542.527782,2021-10-04T17:25:42,561,00000000000000000000000000,1633357547.257377
1803286,12,0c00c890e0,1633357543,9ce2,735,1633357543.18228,2021-10-04T17:25:43,562,00000000000000000000000000,1633357544.803286
7278828,4,0400c890e0,1633357543,6699,736,1633357543.729877,2021-10-04T17:25:43,35507,00000000000000000000000000,1633357550.278828
7923209,6,0600c890e0,1633357548,f35f,737,1633357548.794445,2021-10-04T17:25:48,3128,00000000000000000000000000,1633357555.923209
2396376,0,0000c890e0,1633357569,cdcd,738,1633357569.241692,2021-10-04T17:26:09,592,00000000000000000000000000,1633357571.396376
563962,4,0400c890e0,1633357573,8a48,739,1633357573.058286,2021-10-04T17:26:13,595,00000000000000000000000000,1633357573.563962
6038162,5,0500c890e0,1633357573,c3bb,740,1633357573.606158,2021-10-04T17:26:13,596,00000000000000000000000000,1633357579.038162
2445025,12,0c00c890e0,1633357574,23c2,741,1633357574.246674,2021-10-04T17:26:14,597,00000000000000000000000000,1633357576.445025
7962262,11,0b00c890e0,1633357574,5a34,742,1633357574.798266,2021-10-04T17:26:14,598,00000000000000000000000000,1633357581.962262
4497499,14,0e00c890e0,1633357575,9c0d,743,1633357575.4518,2021-10-04T17:26:15,599,00000000000000000000000000,1633357579.497499
378289,1,0100c890e0,1633357581,5898,744,1633357581.039931,2021-10-04T17:26:21,605,00000000000000000000000000,1633357581.378289
2544012,12,0c00c890e0,1633357582,b4c0,745,1633357582.256578,2021-10-04T17:26:22,607,00000000000000000000000000,1633357584.544012
8642327,12,0c00c890e0,1633357582,1e54,746,1633357582.866384,2021-10-04T17:26:22,608,00000000000000000000000000,1633357590.642327
3342564,11,0b00c890e0,1633357587,bd30,747,1633357587.338315,2021-10-04T17:26:27,612,00000000000000000000000000,1633357590.342564
540058,10,0a00440730,1633357592,0000,748,1633357592.056265,2021-10-04T17:26:32,1860,00000000000000000000000000,1633357592.540058
9783623,15,0f00c890e0,1633357592,487c,749,1633357592.980503,2021-10-04T17:26:32,618,00000000000000000000000000,1633357601.783623
5459294,11,0b00c89e00,1633357593,7d4f,750,1633357593.547943,2021-10-04T17:26:33,619,00000000000000000000000000,1633357598.459294
3309109,13,0d00c890e0,1633357595,735e,751,1633357595.332844,2021-10-04T17:26:35,622,00000000000000000000000000,1633357598.309109
2622876,4,0400c890e0,1633357599,fee2,752,1633357599.264247,2021-10-04T17:26:39,625,00000000000000000000000000,1633357601.622876
2588372,13,0d00c890e0,1633357604,eef3,753,1633357604.260971,2021-10-04T17:26:44,630,00000000000000000000000000,1633357606.588372
8804609,12,0c00c890e0,1633357604,27d8,754,1633357604.882484,2021-10-04T17:26:44,631,00000000000000000000000000,1633357612.804609
871322,0,0000c89440,1633357606,0aff,755,1633357606.089184,2021-10-04T17:26:46,633,00000000000000000000000000,1633357606.871322
707774,14,0e00c890e0,1633357611,f9b4,756,1633357611.072711,2021-10-04T17:26:51,21118,00000000000000000000000000,1633357611.707774
2669701,2,0200c88500,1633357612,8307,757,1633357612.268995,2021-10-04T17:26:52,640,00000000000000000000000000,1633357614.669701
2851316,12,0c00c40760,1633357613,6e12,758,1633357613.28899,2021-10-04T17:26:53,1988,00000000000000000000000000,1633357615.851316
7787728,11,0b00c890e0,1633357616,319c,759,1633357616.780838,2021-10-04T17:26:56,644,00000000000000000000000000,1633357623.787728
214757,12,0c00db85e0,1633357618,d3c8,760,1633357618.023551,2021-10-04T17:26:58,646,00000000000000000000000000,1633357618.214757
1614663,12,0c00c890e0,1633357619,ff4d,761,1633357619.164016,2021-10-04T17:26:59,648,00000000000000000000000000,1633357620.614663
7211098,11,0b00c890e0,1633357619,5b54,762,1633357619.723248,2021-10-04T17:26:59,649,00000000000000000000000000,1633357626.211098
3708591,2,0200c890e0,1633357620,cedd,763,1633357620.372853,2021-10-04T17:27:00,650,00000000000000000000000000,1633357623.708591
6246752,0,0000c890e0,1633357623,d603,764,1633357623.626827,2021-10-04T17:27:03,652,00000000000000000000000000,1633357629.246752
241830,11,0b00c890e0,1633357631,519b,765,1633357631.026705,2021-10-04T17:27:11,661,00000000000000000000000000,1633357631.24183
5256981,10,0a00c890e0,1633357631,84a8,766,1633357631.527947,2021-10-04T17:27:11,662,00000000000000000000000000,1633357636.256981
7057538,13,0d00c890e0,1633357632,d812,767,1633357632.707721,2021-10-04T17:27:12,664,00000000000000000000000000,1633357639.057538
3569052,2,0200c890e0,1633357638,6bbb,768,1633357638.358895,2021-10-04T17:27:18,670,00000000000000000000000000,1633357641.569052
9802742,4,0400c890e0,1633357638,2dd5,769,1633357638.982325,2021-10-04T17:27:18,671,00000000000000000000000000,1633357647.802742
3132483,2,0200c890e0,1633357645,5337,770,1633357645.315072,2021-10-04T17:27:25,678,00000000000000000000000000,1633357648.132483
9214308,0,0000c09060,1633357647,02e0,771,1633357647.923445,2021-10-04T17:27:27,1959,00000000000000000000000000,1633357656.214308
5558309,0,0000c890e0,1633357648,2ef6,772,1633357648.558052,2021-10-04T17:27:28,680,00000000000000000000000000,1633357653.558309
2554476,1,0100c890e0,1633357650,2550,773,1633357650.257529,2021-10-04T17:27:30,418,00000000000000000000000000,1633357652.554476
7130115,7,0700c890e0,1633357657,c34c,774,1633357657.715063,2021-10-04T17:27:37,692,00000000000000000000000000,1633357664.130115
162811,1,0100c890e0,1633357661,5459,775,1633357661.018254,2021-10-04T17:27:41,694,00000000000000000000000000,1633357661.162811
6277506,3,0300c890e0,1633357661,b74a,776,1633357661.631337,2021-10-04T17:27:41,695,00000000000000000000000000,1633357667.277506
927295,5,05005190e0,1633357668,300d,777,1633357668.094857,2021-10-04T17:27:48,694,00000000000000000000000000,1633357668.927295
6398642,2,02004407f0,1633357668,0c1f,778,1633357668.641869,2021-10-04T17:27:48,1860,00000000000000000000000000,1633357674.398642
7990489,1,0100c890e0,1633357685,919b,779,1633357685.801008,2021-10-04T17:28:05,722,00000000000000000000000000,1633357692.990489
1437752,12,0c00c890e0,1633357688,27f6,780,1633357688.146101,2021-10-04T17:28:08,726,00000000000000000000000000,1633357689.437752
7740092,10,0a00cc90a0,1633357688,833d,781,1633357688.776329,2021-10-04T17:28:08,734,00000000000000000000000000,1633357695.740092
6940877,13,0d00c890e0,1633357697,0631,782,1633357697.696266,2021-10-04T17:28:17,735,00000000000000000000000000,1633357703.940877
2423329,15,0f00c890e0,1633357698,89a1,783,1633357698.244321,2021-10-04T17:28:18,736,00000000000000000000000000,1633357700.423329
8613102,14,0e00c890e0,1633357698,2ad4,784,1633357698.863459,2021-10-04T17:28:18,737,00000000000000000000000000,1633357706.613102
4030072,13,0d00c890e0,1633357699,cad9,785,1633357699.405158,2021-10-04T17:28:19,738,00000000000000000000000000,1633357703.030072
6008920,9,0900c89060,1633357700,9c59,786,1633357700.602704,2021-10-04T17:28:20,740,00000000000000000000000000,1633357706.00892
2238950,9,0900c890e0,1633357701,1f22,787,1633357701.226258,2021-10-04T17:28:21,741,00000000000000000000000000,1633357703.23895
9803774,3,0300c40770,1633357705,3f02,788,1633357705.9823,2021-10-04T17:28:25,1988,00000000000000000000000000,1633357714.803774
8543851,12,0c00c890e0,1633357706,3a0c,789,1633357706.857026,2021-10-04T17:28:26,747,00000000000000000000000000,1633357714.543851
4186060,11,0b00c890e0,1633357707,4e66,790,1633357707.420526,2021-10-04T17:28:27,748,00000000000000000000000000,1633357711.18606
4884145,11,0b00c890e0,1633357712,34e8,791,1633357712.490514,2021-10-04T17:28:32,753,00000000000000000000000000,1633357716.884145
563020,10,0a00c890e0,1633357713,bb23,792,1633357713.05829,2021-10-04T17:28:33,754,00000000000000000000000000,1633357713.56302
5927495,9,0900c890e0,1633357713,201f,793,1633357713.595185,2021-10-04T17:28:33,755,00000000000000000000000000,1633357718.927495
1355826,12,0c00c890e0,1633357723,bcbe,794,1633357723.137739,2021-10-04T17:28:43,764,00000000000000000000000000,1633357724.355826
5108077,10,0a00c890e0,1633357730,edd6,795,1633357730.512949,2021-10-04T17:28:50,773,00000000000000000000000000,1633357735.108077
2868058,13,0d00c890e0,1633357732,7f2d,796,1633357732.288881,2021-10-04T17:28:52,776,00000000000000000000000000,1633357734.868058
9432377,9,0900c890e0,1633357734,9252,797,1633357734.945202,2021-10-04T17:28:54,777,00000000000000000000000000,1633357743.432377
7444193,14,0e00c890e0,1633357736,6502,798,1633357736.746635,2021-10-04T17:28:56,780,00000000000000000000000000,1633357743.444193
9155988,2,0200c890d0,1633357737,def2,799,1633357737.917635,2021-10-04T17:28:57,782,00000000000000000000000000,1633357746.155988
4600780,13,0d00c890e0,1633357738,1e72,800,1633357738.462133,2021-10-04T17:28:58,783,00000000000000000000000000,1633357742.60078
9225969,12,0c00c890e0,1633357742,b445,801,1633357742.924706,2021-10-04T17:29:02,787,00000000000000000000000000,1633357751.225969
1686630,13,0d00c890e0,1633357744,92f5,802,1633357744.170639,2021-10-04T17:29:04,789,00000000000000000000000000,1633357745.68663
5280759,1,0100cc0740,1633357744,be41,803,1633357744.530286,2021-10-04T17:29:04,1996,00000000000000000000000000,1633357749.280759
309166,1,0100c890e0,1633357751,13b9,804,1633357751.032771,2021-10-04T17:29:11,797,00000000000000000000000000,1633357751.309166
6340928,2,0200c890e0,1633357756,8083,805,1633357756.636234,2021-10-04T17:29:16,803,00000000000000000000000000,1633357762.340928
2184848,9,0900c890e0,1633357761,d65c,806,1633357761.220659,2021-10-04T17:29:21,807,00000000000000000000000000,1633357763.184848
4496941,14,0e004407b0,1633357761,4906,807,1633357761.451738,2021-10-04T17:29:21,1860,00000000000000000000000000,1633357765.496941
3006777,12,0c00c890e0,1633357762,aae5,808,1633357762.302776,2021-10-04T17:29:22,809,00000000000000000000000000,1633357765.006777
6981687,11,0b00c890e0,1633357769,28bb,809,1633357769.700015,2021-10-04T17:29:29,818,00000000000000000000000000,1633357775.981687
9561700,12,0c00c890e0,1633357772,f11b,810,1633357772.958051,2021-10-04T17:29:32,820,00000000000000000000000000,1633357781.5617
3845262,13,0d00c40750,1633357773,0000,811,1633357773.387253,2021-10-04T17:29:33,1988,00000000000000000000000000,1633357776.845262
1082456,10,0a00c890e0,1633357774,7677,812,1633357774.110222,2021-10-04T17:29:34,822,00000000000000000000000000,1633357775.082456
7436754,12,0c00c890e0,1633357774,e0b9,813,1633357774.745873,2021-10-04T17:29:34,823,00000000000000000000000000,1633357781.436754
6283514,12,0c00c890e0,1633357778,42e6,814,1633357778.630158,2021-10-04T17:29:38,826,00000000000000000000000000,1633357784.283514
2343819,13,0d00c890e0,1633357779,0da8,815,1633357779.236654,2021-10-04T17:29:39,827,00000000000000000000000000,1633357781.343819
4970898,11,0b00c890e0,1633357780,3c91,816,1633357780.49918,2021-10-04T17:29:40,829,00000000000000000000000000,1633357784.970898
9447999,14,0e00c890e0,1633357784,3058,817,1633357784.946774,2021-10-04T17:29:44,833,00000000000000000000000000,1633357793.447999
2403187,13,0d00c890e0,1633357787,df35,818,1633357787.242191,2021-10-04T17:29:47,837,00000000000000000000000000,1633357789.403187
9038591,13,0d00c890e0,1633357787,950b,819,1633357787.90606,2021-10-04T17:29:47,838,00000000000000000000000000,1633357796.038591
4407968,13,0d00c890e0,1633357788,0483,820,1633357788.442831,2021-10-04T17:29:48,839,00000000000000000000000000,1633357792.407968
234878,12,0c00c890e0,1633357793,0b95,821,1633357793.026616,2021-10-04T17:29:53,843,00000000000000000000000000,1633357793.234878
5727908,12,0c00c890e0,1633357793,4263,822,1633357793.57498,2021-10-04T17:29:53,844,00000000000000000000000000,1633357798.727908
1624796,12,0c00c890e0,1633357794,d077,823,1633357794.164398,2021-10-04T17:29:54,845,00000000000000000000000000,1633357795.624796
5406837,13,0d00c890e0,1633357797,40b7,824,1633357797.542798,2021-10-04T17:29:57,847,00000000000000000000000000,1633357802.406837
193996,11,0b00c890e0,1633357798,7416,825,1633357798.021919,2021-10-04T17:29:58,58192,00000000000000000000000000,1633357798.193996
6205303,12,0c00c890e0,1633357798,8402,826,1633357798.622958,2021-10-04T17:29:58,849,00000000000000000000000000,1633357804.205303
6211431,12,0c00c890e0,1633357803,51d7,827,1633357803.623233,2021-10-04T17:30:03,854,00000000000000000000000000,1633357809.211431
2867765,13,0d00c890e0,1633357804,d193,828,1633357804.288861,2021-10-04T17:30:04,967,00000000000000000000000000,1633357806.867765
8312242,1,0100c890e0,1633357804,e8b6,829,1633357804.833375,2021-10-04T17:30:04,856,00000000000000000000000000,1633357812.312242
414545,13,0d00c890e0,1633357806,5e8e,830,1633357806.043621,2021-10-04T17:30:06,858,00000000000000000000000000,1633357806.414545
6050670,10,0a00c890e0,1633357806,d79f,831,1633357806.607201,2021-10-04T17:30:06,859,00000000000000000000000000,1633357812.05067
1903886,14,0e00c890e0,1633357807,5479,832,1633357807.192378,2021-10-04T17:30:07,860,00000000000000000000000000,1633357808.903886
1561918,10,0a00c890e0,1633357811,78de,833,1633357811.158232,2021-10-04T17:30:11,863,00000000000000000000000000,1633357812.561918
4520788,13,0d00cc07f0,1633357811,be41,834,1633357811.453948,2021-10-04T17:30:11,1996,00000000000000000000000000,1633357815.520788
2905280,12,0c00c890e0,1633357812,0ac3,835,1633357812.292488,2021-10-04T17:30:12,865,00000000000000000000000000,1633357814.90528
8924100,12,0c00c890e0,1633357812,975c,836,1633357812.894678,2021-10-04T17:30:12,866,00000000000000000000000000,1633357820.9241
4934911,15,0f00c890e0,1633357813,5e7e,837,1633357813.495668,2021-10-04T17:30:13,867,00000000000000000000000000,1633357817.934911
9631667,12,0c00c40750,1633357815,0000,838,1633357815.966036,2021-10-04T17:30:15,1988,00000000000000000000000000,1633357824.631667
7501120,12,0c00c890e0,1633357816,a285,839,1633357816.752172,2021-10-04T17:30:16,869,00000000000000000000000000,1633357823.50112
4672129,12,0c00c890e0,1633357817,853b,840,1633357817.469243,2021-10-04T17:30:17,870,00000000000000000000000000,1633357821.672129
9628391,11,0b00c890e0,1633357817,e115,841,1633357817.964972,2021-10-04T17:30:17,871,00000000000000000000000000,1633357826.628391
6290924,12,0c00c890e0,1633357818,cf56,842,1633357818.631095,2021-10-04T17:30:18,872,00000000000000000000000000,1633357824.290924
6535942,12,0c00c890e0,1633357822,3413,843,1633357822.656424,2021-10-04T17:30:22,875,00000000000000000000000000,1633357828.535942
875844,15,0f00c890e0,1633357823,8c2b,844,1633357823.089538,2021-10-04T17:30:23,876,00000000000000000000000000,1633357823.875844
2307796,1,0100c890e0,1633357824,dfce,845,1633357824.23281,2021-10-04T17:30:24,878,00000000000000000000000000,1633357826.307796
4258408,14,0e00c890e0,1633357825,4dc6,846,1633357825.42781,2021-10-04T17:30:25,880,00000000000000000000000000,1633357829.258408
929689,13,0d00c890e0,1633357826,9ddb,847,1633357826.095014,2021-10-04T17:30:26,881,00000000000000000000000000,1633357826.929689
6748013,9,0900c890e0,1633357828,eee5,848,1633357828.677026,2021-10-04T17:30:28,882,00000000000000000000000000,1633357834.748013
9987189,14,0e00c890e0,1633357829,dadd,849,1633357830.000777,2021-10-04T17:30:30,884,00000000000000000000000000,1633357838.987189
7232830,13,0d00c890e0,1633357830,7438,850,1633357830.725322,2021-10-04T17:30:30,885,00000000000000000000000000,1633357837.23283
