time_s,time_us,time_steady,temperature,pressure,humidity,altitude,seq,srcSystem,srcComponent,time_gregorian
315967009,428100,2208152,-37.568499154112125,30000.0,15.881597615269973,9177.1826171875,121,13,1,1980-01-06T03:36:49
315967010,428100,2209152,-38.45562130184262,30000.0,15.916718901064705,9177.1826171875,132,13,1,1980-01-06T03:36:50
315967011,428100,2210152,-38.65821871403766,30000.0,15.924698680014677,9177.1826171875,142,13,1,1980-01-06T03:36:51
315967012,428100,2211152,-38.37287011263213,30000.0,15.918635500089115,9177.1826171875,154,13,1,1980-01-06T03:36:52
315967013,428100,2212152,-37.99081859890275,30000.0,15.898356824147053,9177.1826171875,164,13,1,1980-01-06T03:36:53
315967014,428100,2213152,-37.48796653850259,30000.0,15.883580810791978,9177.1826171875,174,13,1,1980-01-06T03:36:54
315967015,428100,2214152,-37.5222087619768,30000.0,15.879755882468329,9177.1826171875,187,13,1,1980-01-06T03:36:55
315967016,428100,2215152,-37.50540470952144,30000.0,15.873902140606406,9177.1826171875,197,13,1,1980-01-06T03:36:56
315967017,428100,2216152,-37.511745861766556,30000.0,15.874158771609194,9177.1826171875,207,13,1,1980-01-06T03:36:57
315967018,428100,2217152,-37.496844153269194,30000.0,15.868374604292896,9177.1826171875,219,13,1,1980-01-06T03:36:58
315967019,428100,2218152,-38.662657462785845,30000.0,15.919698088641496,9177.1826171875,229,13,1,1980-01-06T03:36:59
315967020,428100,2219152,-38.5082522861062,30000.0,15.913624612750734,9177.1826171875,240,13,1,1980-01-06T03:37:00
315967021,428100,2220152,-37.48638125005762,30000.0,15.873147699496279,9177.1826171875,252,13,1,1980-01-06T03:37:01
315967022,428100,2221152,-37.502551190862775,30000.0,15.86860800656476,9177.1826171875,6,13,1,1980-01-06T03:37:02
315967023,428100,2222152,-38.62429398410277,30000.0,15.907852064348825,9177.1826171875,16,13,1,1980-01-06T03:37:03
315967024,428100,2223152,-38.52790963363914,30000.0,15.90405122395347,9177.1826171875,28,13,1,1980-01-06T03:37:04
315967025,428100,2224152,-38.59702736929967,30000.0,15.911945738433857,9177.1826171875,39,13,1,1980-01-06T03:37:05
315967026,428100,2225152,-38.48320501436954,30000.0,15.902295664998581,9177.1826171875,49,13,1,1980-01-06T03:37:06
315967027,428100,2226152,-37.520940531714224,30000.0,15.864154225862324,9177.1826171875,61,13,1,1980-01-06T03:37:07
315967028,428100,2227152,-37.56818209671417,30000.0,15.860852367202094,9177.1826171875,71,13,1,1980-01-06T03:37:08
315967029,428100,2228152,-38.57419949927707,30000.0,15.895533679074507,9177.1826171875,81,13,1,1980-01-06T03:37:09
315967030,428100,2229152,-37.64364172536459,30000.0,15.858670771370956,9177.1826171875,94,13,1,1980-01-06T03:37:10
315967031,428100,2230152,-38.228610191467666,30000.0,15.876712693588246,9177.1826171875,104,13,1,1980-01-06T03:37:11
315967032,428100,2231152,-38.43723215537748,30000.0,15.884959777038246,9177.1826171875,114,13,1,1980-01-06T03:37:12
315967033,428100,2232152,-37.58118144909813,30000.0,15.856181579037845,9177.1826171875,126,13,1,1980-01-06T03:37:13
315967034,428100,2233152,-37.568816211508945,30000.0,15.85569132508573,9177.1826171875,136,13,1,1980-01-06T03:37:14
315967035,428100,2234152,-38.50064298911375,30000.0,15.882294007544447,9177.1826171875,147,13,1,1980-01-06T03:37:15
315967036,428100,2235152,-38.3547980035356,30000.0,15.881703292168625,9177.1826171875,159,13,1,1980-01-06T03:37:16
315967037,428100,2236152,-38.626830412959315,30000.0,15.892441892311098,9177.1826171875,169,13,1,1980-01-06T03:37:17
315967038,428100,2237152,-38.35226156687558,30000.0,15.881602928399028,9177.1826171875,179,13,1,1980-01-06T03:37:18
