time_s,time_us,time_steady,updated_time_steady,updated_time_from_s,updated_time_from_us,updated_time_from_base,updated_time_to_s,updated_time_to_us,updated_time_to_base,count_of_time_updates,count_of_aggressive_time_updates,imi_time_sync_steady,imi_count_of_syncs,imi_time_s,imi_time_us,imi_time_base,seq,srcSystem,srcComponent,time_gregorian
1633365324,270402,2755003,2649481,315967449,385415,1,1633365218,748088,3,23,2,2753823,2487,1633365323,90058,3,74,10,0,2021-10-04T19:35:24
1633365325,280134,2756013,2649481,315967449,385415,1,1633365218,748088,3,23,2,2754993,2488,1633365324,260028,3,77,10,0,2021-10-04T19:35:25
1633365326,279854,2757013,2649481,315967449,385415,1,1633365218,748088,3,23,2,2756093,2489,1633365325,360394,3,80,10,0,2021-10-04T19:35:26
1633365327,270003,2758003,2649481,315967449,385415,1,1633365218,748088,3,23,2,2757193,2490,1633365326,460398,3,83,10,0,2021-10-04T19:35:27
1633365328,270132,2759003,2649481,315967449,385415,1,1633365218,748088,3,23,2,2758313,2491,1633365327,580371,3,86,10,0,2021-10-04T19:35:28
1633365329,270413,2760003,2649481,315967449,385415,1,1633365218,748088,3,23,2,2758313,2491,1633365327,580371,3,89,10,0,2021-10-04T19:35:29
1633365330,270009,2761003,2649481,315967449,385415,1,1633365218,748088,3,23,2,2760513,2493,1633365329,780000,3,92,10,0,2021-10-04T19:35:30
1633365331,270390,2762003,2649481,315967449,385415,1,1633365218,748088,3,23,2,2761613,2494,1633365330,880399,3,95,10,0,2021-10-04T19:35:31
1633365332,269993,2763003,2649481,315967449,385415,1,1633365218,748088,3,23,2,2762743,2495,1633365332,10406,3,98,10,0,2021-10-04T19:35:32
1633365333,270051,2764003,2649481,315967449,385415,1,1633365218,748088,3,23,2,2763843,2496,1633365333,110403,3,101,10,0,2021-10-04T19:35:33
1633365334,270006,2765003,2649481,315967449,385415,1,1633365218,748088,3,23,2,2763843,2496,1633365333,110403,3,104,10,0,2021-10-04T19:35:34
1633365335,270411,2766003,2649481,315967449,385415,1,1633365218,748088,3,23,2,2764953,2497,1633365334,220204,3,107,10,0,2021-10-04T19:35:35
1633365336,270394,2767003,2649481,315967449,385415,1,1633365218,748088,3,23,2,2766053,2498,1633365335,320399,3,110,10,0,2021-10-04T19:35:36
1633365337,279854,2768013,2649481,315967449,385415,1,1633365218,748088,3,23,2,2767173,2499,1633365336,440399,3,113,10,0,2021-10-04T19:35:37
1633365338,270428,2769003,2649481,315967449,385415,1,1633365218,748088,3,23,2,2768273,2500,1633365337,540395,3,116,10,0,2021-10-04T19:35:38
1633365339,280146,2770013,2649481,315967449,385415,1,1633365218,748088,3,23,2,2769373,2501,1633365338,640409,3,119,10,0,2021-10-04T19:35:39
1633365340,269995,2771003,2649481,315967449,385415,1,1633365218,748088,3,23,2,2769373,2501,1633365338,640409,3,122,10,0,2021-10-04T19:35:40
1633365341,270402,2772003,2649481,315967449,385415,1,1633365218,748088,3,23,2,2769373,2501,1633365338,640409,3,125,10,0,2021-10-04T19:35:41
1633365342,269995,2773003,2649481,315967449,385415,1,1633365218,748088,3,23,2,2772703,2504,1633365341,970415,3,128,10,0,2021-10-04T19:35:42
1633365343,270390,2774003,2649481,315967449,385415,1,1633365218,748088,3,23,2,2773833,2505,1633365343,100403,3,131,10,0,2021-10-04T19:35:43
1633365344,270386,2775003,2649481,315967449,385415,1,1633365218,748088,3,23,2,2773833,2505,1633365343,100403,3,134,10,0,2021-10-04T19:35:44
1633365345,279941,2776013,2649481,315967449,385415,1,1633365218,748088,3,23,2,2774933,2506,1633365344,200399,3,137,10,0,2021-10-04T19:35:45
1633365346,270394,2777003,2649481,315967449,385415,1,1633365218,748088,3,23,2,2776074,2507,1633365345,340459,3,140,10,0,2021-10-04T19:35:46
1633365347,270403,2778003,2649481,315967449,385415,1,1633365218,748088,3,23,2,2777173,2508,1633365346,440399,3,143,10,0,2021-10-04T19:35:47
1633365348,270406,2779003,2649481,315967449,385415,1,1633365218,748088,3,23,2,2778273,2509,1633365347,540395,3,146,10,0,2021-10-04T19:35:48
1633365349,269993,2780003,2649481,315967449,385415,1,1633365218,748088,3,23,2,2778273,2509,1633365347,540395,3,149,10,0,2021-10-04T19:35:49
1633365350,270042,2781003,2649481,315967449,385415,1,1633365218,748088,3,23,2,2780473,2511,1633365349,740405,3,152,10,0,2021-10-04T19:35:50
1633365351,280073,2782013,2649481,315967449,385415,1,1633365218,748088,3,23,2,2780473,2511,1633365349,740405,3,155,10,0,2021-10-04T19:35:51
1633365352,270390,2783003,2649481,315967449,385415,1,1633365218,748088,3,23,2,2782703,2513,1633365351,970407,3,158,10,0,2021-10-04T19:35:52
1633365353,269993,2784003,2649481,315967449,385415,1,1633365218,748088,3,23,2,2783803,2514,1633365353,70403,3,161,10,0,2021-10-04T19:35:53
1633365354,279867,2785013,2649481,315967449,385415,1,1633365218,748088,3,23,2,2783803,2514,1633365353,70403,3,164,10,0,2021-10-04T19:35:54
1633365355,270402,2786003,2649481,315967449,385415,1,1633365218,748088,3,23,2,2784943,2515,1633365354,210065,3,167,10,0,2021-10-04T19:35:55
1633365356,269996,2787003,2649481,315967449,385415,1,1633365218,748088,3,23,2,2786043,2516,1633365355,310390,3,170,10,0,2021-10-04T19:35:56
1633365357,279854,2788013,2649481,315967449,385415,1,1633365218,748088,3,23,2,2787143,2517,1633365356,410399,3,173,10,0,2021-10-04T19:35:57
1633365358,270394,2789003,2649481,315967449,385415,1,1633365218,748088,3,23,2,2788243,2518,1633365357,510011,3,176,10,0,2021-10-04T19:35:58
1633365359,270410,2790003,2649481,315967449,385415,1,1633365218,748088,3,23,2,2788243,2518,1633365357,510011,3,179,10,0,2021-10-04T19:35:59
1633365360,279857,2791013,2649481,315967449,385415,1,1633365218,748088,3,23,2,2790453,2520,1633365359,720389,3,182,10,0,2021-10-04T19:36:00
1633365361,270009,2792003,2649481,315967449,385415,1,1633365218,748088,3,23,2,2791553,2521,1633365360,820394,3,185,10,0,2021-10-04T19:36:01
1633365362,270329,2793003,2649481,315967449,385415,1,1633365218,748088,3,23,2,2791553,2521,1633365360,820394,3,188,10,0,2021-10-04T19:36:02
1633365363,270579,2794003,2649481,315967449,385415,1,1633365218,748088,3,23,2,2791553,2521,1633365360,820394,3,191,10,0,2021-10-04T19:36:03
1633365364,270009,2795003,2649481,315967449,385415,1,1633365218,748088,3,23,2,2791553,2521,1633365360,820394,3,194,10,0,2021-10-04T19:36:04
1633365365,270386,2796003,2649481,315967449,385415,1,1633365218,748088,3,23,2,2791553,2521,1633365360,820394,3,197,10,0,2021-10-04T19:36:05
1633365366,279911,2797013,2649481,315967449,385415,1,1633365218,748088,3,23,2,2795993,2525,1633365365,260397,3,200,10,0,2021-10-04T19:36:06
1633365367,279858,2798013,2649481,315967449,385415,1,1633365218,748088,3,23,2,2797093,2526,1633365366,360062,3,203,10,0,2021-10-04T19:36:07
1633365368,270398,2799003,2649481,315967449,385415,1,1633365218,748088,3,23,2,2798193,2527,1633365367,460403,3,206,10,0,2021-10-04T19:36:08
1633365369,269997,2800003,2649481,315967449,385415,1,1633365218,748088,3,23,2,2799313,2528,1633365368,580395,3,209,10,0,2021-10-04T19:36:09
1633365370,280151,2801013,2649481,315967449,385415,1,1633365218,748088,3,23,2,2800413,2529,1633365369,680398,3,212,10,0,2021-10-04T19:36:10
1633365371,270390,2802003,2649481,315967449,385415,1,1633365218,748088,3,23,2,2801513,2530,1633365370,780398,3,215,10,0,2021-10-04T19:36:11
1633365372,270394,2803003,2649481,315967449,385415,1,1633365218,748088,3,23,2,2801513,2530,1633365370,780398,3,218,10,0,2021-10-04T19:36:12
1633365373,280140,2804013,2649481,315967449,385415,1,1633365218,748088,3,23,2,2803723,2532,1633365372,990415,3,221,10,0,2021-10-04T19:36:13
1633365374,269998,2805003,2649481,315967449,385415,1,1633365218,748088,3,23,2,2804823,2533,1633365374,90394,3,224,10,0,2021-10-04T19:36:14
1633365375,270382,2806003,2649481,315967449,385415,1,1633365218,748088,3,23,2,2804823,2533,1633365374,90394,3,227,10,0,2021-10-04T19:36:15
1633365376,270398,2807003,2649481,315967449,385415,1,1633365218,748088,3,23,2,2804823,2533,1633365374,90394,3,230,10,0,2021-10-04T19:36:16
1633365377,270386,2808003,2649481,315967449,385415,1,1633365218,748088,3,23,2,2807083,2535,1633365376,350419,3,233,10,0,2021-10-04T19:36:17
1633365378,279854,2809013,2649481,315967449,385415,1,1633365218,748088,3,23,2,2808183,2536,1633365377,450153,3,236,10,0,2021-10-04T19:36:18
1633365379,270394,2810003,2649481,315967449,385415,1,1633365218,748088,3,23,2,2809323,2537,1633365378,590399,3,239,10,0,2021-10-04T19:36:19
1633365380,280218,2811013,2649481,315967449,385415,1,1633365218,748088,3,23,2,2810423,2538,1633365379,690390,3,242,10,0,2021-10-04T19:36:20
1633365381,269992,2812003,2649481,315967449,385415,1,1633365218,748088,3,23,2,2811523,2539,1633365380,789998,3,245,10,0,2021-10-04T19:36:21
1633365382,270398,2813003,2649481,315967449,385415,1,1633365218,748088,3,23,2,2812623,2540,1633365381,889994,3,248,10,0,2021-10-04T19:36:22
1633365383,269986,2814003,2649481,315967449,385415,1,1633365218,748088,3,23,2,2813723,2541,1633365382,990415,3,251,10,0,2021-10-04T19:36:23
1633365384,269999,2815003,2649481,315967449,385415,1,1633365218,748088,3,23,2,2814843,2542,1633365384,110399,3,254,10,0,2021-10-04T19:36:24
1633365385,270290,2816003,2649481,315967449,385415,1,1633365218,748088,3,23,2,2814843,2542,1633365384,110399,3,1,10,0,2021-10-04T19:36:25
1633365386,270398,2817003,2649481,315967449,385415,1,1633365218,748088,3,23,2,2815943,2543,1633365385,210019,3,4,10,0,2021-10-04T19:36:26
1633365387,279866,2818013,2649481,315967449,385415,1,1633365218,748088,3,23,2,2817043,2544,1633365386,310387,3,7,10,0,2021-10-04T19:36:27
1633365388,269999,2819003,2649481,315967449,385415,1,1633365218,748088,3,23,2,2818193,2545,1633365387,460403,3,10,10,0,2021-10-04T19:36:28
1633365389,270398,2820003,2649481,315967449,385415,1,1633365218,748088,3,23,2,2819293,2546,1633365388,560415,3,13,10,0,2021-10-04T19:36:29
1633365390,279854,2821013,2649481,315967449,385415,1,1633365218,748088,3,23,2,2820393,2547,1633365389,660404,3,16,10,0,2021-10-04T19:36:30
1633365391,270386,2822003,2649481,315967449,385415,1,1633365218,748088,3,23,2,2820393,2547,1633365389,660404,3,19,10,0,2021-10-04T19:36:31
1633365392,280015,2823013,2649481,315967449,385415,1,1633365218,748088,3,23,2,2822623,2549,1633365391,889978,3,22,10,0,2021-10-04T19:36:32
1633365393,270422,2824003,2649481,315967449,385415,1,1633365218,748088,3,23,2,2823743,2550,1633365393,10416,3,25,10,0,2021-10-04T19:36:33
1633365394,279871,2825013,2649481,315967449,385415,1,1633365218,748088,3,23,2,2824843,2551,1633365394,110058,3,28,10,0,2021-10-04T19:36:34
1633365395,279868,2826013,2649481,315967449,385415,1,1633365218,748088,3,23,2,2824843,2551,1633365394,110058,3,31,10,0,2021-10-04T19:36:35
1633365396,270394,2827003,2649481,315967449,385415,1,1633365218,748088,3,23,2,2825943,2552,1633365395,210007,3,34,10,0,2021-10-04T19:36:36
1633365397,270364,2828003,2649481,315967449,385415,1,1633365218,748088,3,23,2,2827043,2553,1633365396,310386,3,37,10,0,2021-10-04T19:36:37
1633365398,270032,2829003,2828013,1633365397,279636,3,1633365397,279753,3,24,2,2828143,2554,1633365397,410400,3,40,10,0,2021-10-04T19:36:38
1633365399,270441,2830003,2828013,1633365397,279636,3,1633365397,279753,3,24,2,2829243,2555,1633365398,510441,3,43,10,0,2021-10-04T19:36:39
1633365400,270045,2831003,2828013,1633365397,279636,3,1633365397,279753,3,24,2,2830343,2556,1633365399,610434,3,46,10,0,2021-10-04T19:36:40
1633365401,280174,2832013,2828013,1633365397,279636,3,1633365397,279753,3,24,2,2831463,2557,1633365400,730215,3,49,10,0,2021-10-04T19:36:41
1633365402,270028,2833003,2828013,1633365397,279636,3,1633365397,279753,3,24,2,2832563,2558,1633365401,830460,3,52,10,0,2021-10-04T19:36:42
1633365403,270436,2834003,2828013,1633365397,279636,3,1633365397,279753,3,24,2,2833663,2559,1633365402,930433,3,55,10,0,2021-10-04T19:36:43
1633365404,270436,2835003,2828013,1633365397,279636,3,1633365397,279753,3,24,2,2833663,2559,1633365402,930433,3,58,10,0,2021-10-04T19:36:44
1633365405,280399,2836013,2828013,1633365397,279636,3,1633365397,279753,3,24,2,2833663,2559,1633365402,930433,3,61,10,0,2021-10-04T19:36:45
1633365406,270018,2837003,2828013,1633365397,279636,3,1633365397,279753,3,24,2,2833663,2559,1633365402,930433,3,64,10,0,2021-10-04T19:36:46
1633365407,270429,2838003,2828013,1633365397,279636,3,1633365397,279753,3,24,2,2836973,2562,1633365406,240043,3,67,10,0,2021-10-04T19:36:47
1633365408,280150,2839013,2828013,1633365397,279636,3,1633365397,279753,3,24,2,2838073,2563,1633365407,340428,3,70,10,0,2021-10-04T19:36:48
1633365409,280408,2840013,2828013,1633365397,279636,3,1633365397,279753,3,24,2,2839173,2564,1633365408,440438,3,73,10,0,2021-10-04T19:36:49
1633365410,270429,2841003,2828013,1633365397,279636,3,1633365397,279753,3,24,2,2840273,2565,1633365409,540438,3,76,10,0,2021-10-04T19:36:50
1633365411,270429,2842003,2828013,1633365397,279636,3,1633365397,279753,3,24,2,2841373,2566,1633365410,640203,3,79,10,0,2021-10-04T19:36:51
1633365412,279897,2843013,2828013,1633365397,279636,3,1633365397,279753,3,24,2,2842503,2567,1633365411,770307,3,82,10,0,2021-10-04T19:36:52
1633365413,279964,2844013,2828013,1633365397,279636,3,1633365397,279753,3,24,2,2843603,2568,1633365412,870037,3,85,10,0,2021-10-04T19:36:53
1633365414,280112,2845013,2828013,1633365397,279636,3,1633365397,279753,3,24,2,2843603,2568,1633365412,870037,3,88,10,0,2021-10-04T19:36:54
1633365415,270433,2846003,2828013,1633365397,279636,3,1633365397,279753,3,24,2,2845803,2570,1633365415,70442,3,91,10,0,2021-10-04T19:36:55
1633365416,270425,2847003,2828013,1633365397,279636,3,1633365397,279753,3,24,2,2845803,2570,1633365415,70442,3,94,10,0,2021-10-04T19:36:56
1633365417,270411,2848003,2828013,1633365397,279636,3,1633365397,279753,3,24,2,2846923,2571,1633365416,190438,3,97,10,0,2021-10-04T19:36:57
1633365418,270445,2849003,2828013,1633365397,279636,3,1633365397,279753,3,24,2,2848023,2572,1633365417,290418,3,100,10,0,2021-10-04T19:36:58
1633365419,279925,2850013,2828013,1633365397,279636,3,1633365397,279753,3,24,2,2849163,2573,1633365418,430071,3,103,10,0,2021-10-04T19:36:59
1633365420,270421,2851003,2828013,1633365397,279636,3,1633365397,279753,3,24,2,2850263,2574,1633365419,530048,3,106,10,0,2021-10-04T19:37:00
1633365421,270425,2852003,2828013,1633365397,279636,3,1633365397,279753,3,24,2,2851363,2575,1633365420,630433,3,109,10,0,2021-10-04T19:37:01
1633365422,270032,2853003,2828013,1633365397,279636,3,1633365397,279753,3,24,2,2852463,2576,1633365421,730013,3,112,10,0,2021-10-04T19:37:02
1633365423,270437,2854003,2828013,1633365397,279636,3,1633365397,279753,3,24,2,2853563,2577,1633365422,830064,3,115,10,0,2021-10-04T19:37:03
1633365424,279935,2855013,2828013,1633365397,279636,3,1633365397,279753,3,24,2,2854673,2578,1633365423,940441,3,118,10,0,2021-10-04T19:37:04
1633365425,270432,2856003,2828013,1633365397,279636,3,1633365397,279753,3,24,2,2855823,2579,1633365425,90434,3,121,10,0,2021-10-04T19:37:05
1633365426,279889,2857013,2828013,1633365397,279636,3,1633365397,279753,3,24,2,2855823,2579,1633365425,90434,3,124,10,0,2021-10-04T19:37:06
1633365427,270425,2858003,2828013,1633365397,279636,3,1633365397,279753,3,24,2,2856923,2580,1633365426,190434,3,127,10,0,2021-10-04T19:37:07
1633365428,270185,2859003,2828013,1633365397,279636,3,1633365397,279753,3,24,2,2858023,2581,1633365427,290093,3,130,10,0,2021-10-04T19:37:08
1633365429,279900,2860013,2828013,1633365397,279636,3,1633365397,279753,3,24,2,2859123,2582,1633365428,390426,3,133,10,0,2021-10-04T19:37:09
1633365430,280332,2861013,2828013,1633365397,279636,3,1633365397,279753,3,24,2,2860223,2583,1633365429,490108,3,136,10,0,2021-10-04T19:37:10
1633365431,270030,2862003,2828013,1633365397,279636,3,1633365397,279753,3,24,2,2861364,2584,1633365430,630664,3,139,10,0,2021-10-04T19:37:11
1633365432,270033,2863003,2828013,1633365397,279636,3,1633365397,279753,3,24,2,2862463,2585,1633365431,730446,3,142,10,0,2021-10-04T19:37:12
1633365433,270205,2864003,2828013,1633365397,279636,3,1633365397,279753,3,24,2,2863563,2586,1633365432,830425,3,145,10,0,2021-10-04T19:37:13
1633365434,279893,2865013,2828013,1633365397,279636,3,1633365397,279753,3,24,2,2864663,2587,1633365433,930441,3,148,10,0,2021-10-04T19:37:14
1633365435,270449,2866003,2828013,1633365397,279636,3,1633365397,279753,3,24,2,2865773,2588,1633365435,40433,3,151,10,0,2021-10-04T19:37:15
1633365436,270030,2867003,2828013,1633365397,279636,3,1633365397,279753,3,24,2,2866873,2589,1633365436,140434,3,154,10,0,2021-10-04T19:37:16
1633365437,270039,2868003,2828013,1633365397,279636,3,1633365397,279753,3,24,2,2866873,2589,1633365436,140434,3,157,10,0,2021-10-04T19:37:17
1633365438,270044,2869003,2828013,1633365397,279636,3,1633365397,279753,3,24,2,2867973,2590,1633365437,240463,3,160,10,0,2021-10-04T19:37:18
1633365439,270433,2870003,2828013,1633365397,279636,3,1633365397,279753,3,24,2,2867973,2590,1633365437,240463,3,163,10,0,2021-10-04T19:37:19
1633365440,270063,2871003,2828013,1633365397,279636,3,1633365397,279753,3,24,2,2870193,2592,1633365439,460430,3,166,10,0,2021-10-04T19:37:20
1633365441,270030,2872003,2828013,1633365397,279636,3,1633365397,279753,3,24,2,2871293,2593,1633365440,560448,3,169,10,0,2021-10-04T19:37:21
1633365442,270425,2873003,2828013,1633365397,279636,3,1633365397,279753,3,24,2,2872393,2594,1633365441,660448,3,172,10,0,2021-10-04T19:37:22
1633365443,270425,2874003,2828013,1633365397,279636,3,1633365397,279753,3,24,2,2873493,2595,1633365442,760464,3,175,10,0,2021-10-04T19:37:23
1633365444,270033,2875003,2828013,1633365397,279636,3,1633365397,279753,3,24,2,2874593,2596,1633365443,860434,3,178,10,0,2021-10-04T19:37:24
1633365445,270443,2876003,2828013,1633365397,279636,3,1633365397,279753,3,24,2,2874593,2596,1633365443,860434,3,181,10,0,2021-10-04T19:37:25
1633365446,270020,2877003,2828013,1633365397,279636,3,1633365397,279753,3,24,2,2876793,2598,1633365446,60260,3,184,10,0,2021-10-04T19:37:26
1633365447,270437,2878003,2828013,1633365397,279636,3,1633365397,279753,3,24,2,2877893,2599,1633365447,160043,3,187,10,0,2021-10-04T19:37:27
1633365448,280051,2879013,2828013,1633365397,279636,3,1633365397,279753,3,24,2,2877893,2599,1633365447,160043,3,190,10,0,2021-10-04T19:37:28
1633365449,270425,2880003,2828013,1633365397,279636,3,1633365397,279753,3,24,2,2878993,2600,1633365448,260465,3,193,10,0,2021-10-04T19:37:29
1633365450,270029,2881003,2828013,1633365397,279636,3,1633365397,279753,3,24,2,2880093,2601,1633365449,360063,3,196,10,0,2021-10-04T19:37:30
1633365451,270425,2882003,2828013,1633365397,279636,3,1633365397,279753,3,24,2,2881203,2602,1633365450,470109,3,199,10,0,2021-10-04T19:37:31
1633365452,270429,2883003,2828013,1633365397,279636,3,1633365397,279753,3,24,2,2882303,2603,1633365451,570449,3,202,10,0,2021-10-04T19:37:32
1633365453,270010,2884003,2828013,1633365397,279636,3,1633365397,279753,3,24,2,2883403,2604,1633365452,670438,3,205,10,0,2021-10-04T19:37:33
1633365454,279922,2885013,2828013,1633365397,279636,3,1633365397,279753,3,24,2,2884503,2605,1633365453,770039,3,208,10,0,2021-10-04T19:37:34
1633365455,270045,2886003,2828013,1633365397,279636,3,1633365397,279753,3,24,2,2884503,2605,1633365453,770039,3,211,10,0,2021-10-04T19:37:35
1633365456,279894,2887013,2828013,1633365397,279636,3,1633365397,279753,3,24,2,2886703,2607,1633365455,970058,3,214,10,0,2021-10-04T19:37:36
1633365457,279965,2888013,2828013,1633365397,279636,3,1633365397,279753,3,24,2,2887813,2608,1633365457,80435,3,217,10,0,2021-10-04T19:37:37
1633365458,270425,2889003,2828013,1633365397,279636,3,1633365397,279753,3,24,2,2887813,2608,1633365457,80435,3,220,10,0,2021-10-04T19:37:38
1633365459,270264,2890003,2828013,1633365397,279636,3,1633365397,279753,3,24,2,2888913,2609,1633365458,180430,3,223,10,0,2021-10-04T19:37:39
1633365460,270429,2891003,2828013,1633365397,279636,3,1633365397,279753,3,24,2,2890023,2610,1633365459,290424,3,226,10,0,2021-10-04T19:37:40
1633365461,270034,2892003,2828013,1633365397,279636,3,1633365397,279753,3,24,2,2890023,2610,1633365459,290424,3,229,10,0,2021-10-04T19:37:41
1633365462,270365,2893003,2828013,1633365397,279636,3,1633365397,279753,3,24,2,2892223,2612,1633365461,490452,3,232,10,0,2021-10-04T19:37:42
1633365463,270429,2894003,2828013,1633365397,279636,3,1633365397,279753,3,24,2,2893323,2613,1633365462,590442,3,235,10,0,2021-10-04T19:37:43
1633365464,270429,2895003,2828013,1633365397,279636,3,1633365397,279753,3,24,2,2894443,2614,1633365463,710437,3,238,10,0,2021-10-04T19:37:44
1633365465,270421,2896003,2828013,1633365397,279636,3,1633365397,279753,3,24,2,2895543,2615,1633365464,810434,3,241,10,0,2021-10-04T19:37:45
1633365466,270425,2897003,2828013,1633365397,279636,3,1633365397,279753,3,24,2,2896653,2616,1633365465,920443,3,244,10,0,2021-10-04T19:37:46
1633365467,270425,2898003,2828013,1633365397,279636,3,1633365397,279753,3,24,2,2897753,2617,1633365467,20422,3,247,10,0,2021-10-04T19:37:47
1633365468,270032,2899003,2828013,1633365397,279636,3,1633365397,279753,3,24,2,2897753,2617,1633365467,20422,3,250,10,0,2021-10-04T19:37:48
1633365469,270011,2900003,2828013,1633365397,279636,3,1633365397,279753,3,24,2,2898903,2618,1633365468,170430,3,253,10,0,2021-10-04T19:37:49
1633365470,270528,2901003,2828013,1633365397,279636,3,1633365397,279753,3,24,2,2900003,2619,1633365469,270131,3,0,10,0,2021-10-04T19:37:50
1633365471,270430,2902003,2828013,1633365397,279636,3,1633365397,279753,3,24,2,2901103,2620,1633365470,370417,3,3,10,0,2021-10-04T19:37:51
1633365472,270441,2903003,2828013,1633365397,279636,3,1633365397,279753,3,24,2,2902204,2621,1633365471,471337,3,6,10,0,2021-10-04T19:37:52
1633365473,270437,2904003,2828013,1633365397,279636,3,1633365397,279753,3,24,2,2903323,2622,1633365472,590271,3,9,10,0,2021-10-04T19:37:53
1633365474,270036,2905003,2828013,1633365397,279636,3,1633365397,279753,3,24,2,2903323,2622,1633365472,590271,3,12,10,0,2021-10-04T19:37:54
1633365475,270018,2906003,2828013,1633365397,279636,3,1633365397,279753,3,24,2,2903323,2622,1633365472,590271,3,15,10,0,2021-10-04T19:37:55
1633365476,270529,2907003,2828013,1633365397,279636,3,1633365397,279753,3,24,2,2906633,2625,1633365475,900012,3,18,10,0,2021-10-04T19:37:56
1633365477,270379,2908003,2828013,1633365397,279636,3,1633365397,279753,3,24,2,2906633,2625,1633365475,900012,3,21,10,0,2021-10-04T19:37:57
1633365478,270025,2909003,2828013,1633365397,279636,3,1633365397,279753,3,24,2,2906633,2625,1633365475,900012,3,24,10,0,2021-10-04T19:37:58
1633365479,270292,2910003,2828013,1633365397,279636,3,1633365397,279753,3,24,2,2906633,2625,1633365475,900012,3,27,10,0,2021-10-04T19:37:59
1633365480,270429,2911003,2828013,1633365397,279636,3,1633365397,279753,3,24,2,2906633,2625,1633365475,900012,3,30,10,0,2021-10-04T19:38:00
1633365481,270037,2912003,2828013,1633365397,279636,3,1633365397,279753,3,24,2,2911033,2629,1633365480,300418,3,33,10,0,2021-10-04T19:38:01
1633365482,270433,2913003,2828013,1633365397,279636,3,1633365397,279753,3,24,2,2912133,2630,1633365481,400430,3,36,10,0,2021-10-04T19:38:02
1633365483,270027,2914003,2828013,1633365397,279636,3,1633365397,279753,3,24,2,2912133,2630,1633365481,400430,3,39,10,0,2021-10-04T19:38:03
1633365484,270335,2915003,2828013,1633365397,279636,3,1633365397,279753,3,24,2,2914343,2632,1633365483,610469,3,42,10,0,2021-10-04T19:38:04
1633365485,279901,2916013,2828013,1633365397,279636,3,1633365397,279753,3,24,2,2914343,2632,1633365483,610469,3,45,10,0,2021-10-04T19:38:05
1633365486,279932,2917013,2828013,1633365397,279636,3,1633365397,279753,3,24,2,2916553,2634,1633365485,820129,3,48,10,0,2021-10-04T19:38:06
1633365487,270425,2918003,2828013,1633365397,279636,3,1633365397,279753,3,24,2,2916553,2634,1633365485,820129,3,51,10,0,2021-10-04T19:38:07
1633365488,270295,2919003,2828013,1633365397,279636,3,1633365397,279753,3,24,2,2918793,2636,1633365488,60444,3,54,10,0,2021-10-04T19:38:08
1633365489,279923,2920013,2828013,1633365397,279636,3,1633365397,279753,3,24,2,2918793,2636,1633365488,60444,3,57,10,0,2021-10-04T19:38:09
1633365490,270034,2921003,2828013,1633365397,279636,3,1633365397,279753,3,24,2,2918793,2636,1633365488,60444,3,60,10,0,2021-10-04T19:38:10
1633365491,280473,2922013,2828013,1633365397,279636,3,1633365397,279753,3,24,2,2921003,2638,1633365490,270488,3,63,10,0,2021-10-04T19:38:11
1633365492,270032,2923003,2828013,1633365397,279636,3,1633365397,279753,3,24,2,2921003,2638,1633365490,270488,3,66,10,0,2021-10-04T19:38:12
1633365493,279950,2924013,2828013,1633365397,279636,3,1633365397,279753,3,24,2,2923213,2640,1633365492,480453,3,69,10,0,2021-10-04T19:38:13
1633365494,270431,2925003,2828013,1633365397,279636,3,1633365397,279753,3,24,2,2924323,2641,1633365493,590464,3,72,10,0,2021-10-04T19:38:14
1633365495,270036,2926003,2828013,1633365397,279636,3,1633365397,279753,3,24,2,2924323,2641,1633365493,590464,3,75,10,0,2021-10-04T19:38:15
1633365496,270035,2927003,2828013,1633365397,279636,3,1633365397,279753,3,24,2,2926543,2643,1633365495,810428,3,78,10,0,2021-10-04T19:38:16
1633365497,280034,2928013,2828013,1633365397,279636,3,1633365397,279753,3,24,2,2927643,2644,1633365496,910016,3,81,10,0,2021-10-04T19:38:17
1633365498,270447,2929003,2828013,1633365397,279636,3,1633365397,279753,3,24,2,2928753,2645,1633365498,20429,3,84,10,0,2021-10-04T19:38:18
1633365499,270425,2930003,2828013,1633365397,279636,3,1633365397,279753,3,24,2,2929873,2646,1633365499,140434,3,87,10,0,2021-10-04T19:38:19
1633365500,270194,2931003,2930033,1633365499,299873,3,1633365499,300121,3,25,2,2929873,2646,1633365499,140434,3,90,10,0,2021-10-04T19:38:20
1633365501,270238,2932003,2930033,1633365499,299873,3,1633365499,300121,3,25,2,2929873,2646,1633365499,140434,3,93,10,0,2021-10-04T19:38:21
1633365502,280041,2933013,2930033,1633365499,299873,3,1633365499,300121,3,25,2,2932093,2648,1633365501,360589,3,96,10,0,2021-10-04T19:38:22
1633365503,280045,2934013,2930033,1633365499,299873,3,1633365499,300121,3,25,2,2933193,2649,1633365502,460592,3,99,10,0,2021-10-04T19:38:23
1633365504,270214,2935003,2930033,1633365499,299873,3,1633365499,300121,3,25,2,2934313,2650,1633365503,580597,3,102,10,0,2021-10-04T19:38:24
1633365505,270587,2936003,2930033,1633365499,299873,3,1633365499,300121,3,25,2,2935413,2651,1633365504,680597,3,105,10,0,2021-10-04T19:38:25
1633365506,270588,2937003,2930033,1633365499,299873,3,1633365499,300121,3,25,2,2936513,2652,1633365505,780237,3,108,10,0,2021-10-04T19:38:26
