time_s,time_us,time_steady,temperature,pressure,altitude,seq,srcSystem,srcComponent,time_gregorian
315964804,853200,7395,15.149999618530273,102512,-98.34321594238281,76,13,1,1980-01-06T03:00:04
315964805,853200,8395,15.170000076293945,102517,-98.7556381225586,88,13,1,1980-01-06T03:00:05
315964806,853200,9395,15.15999984741211,102509,-98.09575653076172,101,13,1,1980-01-06T03:00:06
315964807,853200,10395,15.170000076293945,102510,-98.1782455444336,112,13,1,1980-01-06T03:00:07
315964808,853200,11395,15.180000305175781,102517,-98.7556381225586,123,13,1,1980-01-06T03:00:08
315964809,853200,12395,15.1899995803833,102517,-98.7556381225586,136,13,1,1980-01-06T03:00:09
315964810,853200,13395,15.1899995803833,102517,-98.7556381225586,148,13,1,1980-01-06T03:00:10
315964811,853200,14395,15.1899995803833,102504,-97.68333435058594,159,13,1,1980-01-06T03:00:11
315964812,853200,15395,15.1899995803833,102508,-98.01327514648438,172,13,1,1980-01-06T03:00:12
315964813,853200,16395,15.220000267028809,102517,-98.7556381225586,183,13,1,1980-01-06T03:00:13
315964814,853200,17395,15.210000038146973,102508,-98.01327514648438,194,13,1,1980-01-06T03:00:14
315964815,853200,18395,15.229999542236328,102517,-98.7556381225586,208,13,1,1980-01-06T03:00:15
315964816,853200,19395,15.239999771118164,102520,-99.00308990478516,219,13,1,1980-01-06T03:00:16
315964817,853200,20395,15.229999542236328,102509,-98.09575653076172,230,13,1,1980-01-06T03:00:17
315964818,853200,21395,15.239999771118164,102506,-97.84830474853516,243,13,1,1980-01-06T03:00:18
315964819,853200,22395,15.260000228881836,102515,-98.59066772460938,254,13,1,1980-01-06T03:00:19
315964820,853200,23395,15.270000457763672,102515,-98.59066772460938,10,13,1,1980-01-06T03:00:20
315964821,853200,24395,15.279999732971191,102519,-98.92060852050781,23,13,1,1980-01-06T03:00:21
315964822,853200,25395,15.289999961853027,102519,-98.92060852050781,34,13,1,1980-01-06T03:00:22
315964823,853200,26395,15.300000190734863,102514,-98.50818634033203,45,13,1,1980-01-06T03:00:23
315964824,853200,27395,15.3100004196167,102515,-98.59066772460938,58,13,1,1980-01-06T03:00:24
315964825,853200,28395,15.3100004196167,102514,-98.50818634033203,70,13,1,1980-01-06T03:00:25
315964826,853200,29395,15.319999694824219,102517,-98.7556381225586,81,13,1,1980-01-06T03:00:26
315964827,853200,30395,15.329999923706055,102516,-98.67315673828125,94,13,1,1980-01-06T03:00:27
315964828,853200,31395,15.329999923706055,102518,-98.83812713623047,105,13,1,1980-01-06T03:00:28
315964829,853200,32395,15.329999923706055,102515,-98.59066772460938,116,13,1,1980-01-06T03:00:29
315964830,853200,33395,15.34000015258789,102518,-98.83812713623047,130,13,1,1980-01-06T03:00:30
315964831,853200,34395,15.34000015258789,102516,-98.67315673828125,141,13,1,1980-01-06T03:00:31
315964832,853200,35395,15.350000381469727,102515,-98.59066772460938,152,13,1,1980-01-06T03:00:32
315964833,853200,36395,15.359999656677246,102520,-99.00308990478516,165,13,1,1980-01-06T03:00:33
315964834,853200,37395,15.380000114440918,102517,-98.7556381225586,176,13,1,1980-01-06T03:00:34
315964835,853200,38395,15.390000343322754,102517,-98.7556381225586,188,13,1,1980-01-06T03:00:35
315964836,853200,39395,15.390000343322754,102513,-98.42569732666016,201,13,1,1980-01-06T03:00:36
315964837,853200,40395,15.399999618530273,102515,-98.59066772460938,212,13,1,1980-01-06T03:00:37
315964838,853200,41395,15.399999618530273,102518,-98.83812713623047,223,13,1,1980-01-06T03:00:38
315964839,853200,42395,15.40999984741211,102516,-98.67315673828125,236,13,1,1980-01-06T03:00:39
315964840,853200,43395,15.420000076293945,102520,-99.00308990478516,248,13,1,1980-01-06T03:00:40
315964841,853200,44395,15.430000305175781,102518,-98.83812713623047,3,13,1,1980-01-06T03:00:41
315964842,853200,45395,15.4399995803833,102515,-98.59066772460938,16,13,1,1980-01-06T03:00:42
315964843,853200,46395,15.449999809265137,102516,-98.67315673828125,27,13,1,1980-01-06T03:00:43
315964844,853200,47395,15.449999809265137,102516,-98.67315673828125,38,13,1,1980-01-06T03:00:44
315964845,853200,48395,15.460000038146973,102514,-98.50818634033203,52,13,1,1980-01-06T03:00:45
315964846,853200,49395,15.470000267028809,102519,-98.92060852050781,63,13,1,1980-01-06T03:00:46
315964847,853200,50395,15.479999542236328,102518,-98.83812713623047,74,13,1,1980-01-06T03:00:47
315964848,853200,51395,15.489999771118164,102517,-98.7556381225586,87,13,1,1980-01-06T03:00:48
315964849,853200,52395,15.5,102515,-98.59066772460938,98,13,1,1980-01-06T03:00:49
315964850,853200,53395,15.510000228881836,102514,-98.50818634033203,110,13,1,1980-01-06T03:00:50
315964851,853200,54395,15.520000457763672,102515,-98.59066772460938,123,13,1,1980-01-06T03:00:51
315964852,853200,55395,15.529999732971191,102517,-98.7556381225586,134,13,1,1980-01-06T03:00:52
315964853,853200,56395,15.529999732971191,102520,-99.00308990478516,145,13,1,1980-01-06T03:00:53
315964854,853200,57395,15.529999732971191,102510,-98.1782455444336,158,13,1,1980-01-06T03:00:54
315964855,853200,58395,15.529999732971191,102507,-97.93079376220703,170,13,1,1980-01-06T03:00:55
315964856,853200,59395,15.550000190734863,102520,-99.00308990478516,181,13,1,1980-01-06T03:00:56
315964857,853200,60395,15.550000190734863,102508,-98.01327514648438,194,13,1,1980-01-06T03:00:57
315964858,853200,61395,15.569999694824219,102518,-98.83812713623047,205,13,1,1980-01-06T03:00:58
315964859,853200,62395,15.579999923706055,102519,-98.92060852050781,216,13,1,1980-01-06T03:00:59
315964860,853200,63395,15.569999694824219,102507,-97.93079376220703,230,13,1,1980-01-06T03:01:00
315964861,853200,64395,15.59000015258789,102516,-98.67315673828125,241,13,1,1980-01-06T03:01:01
315964862,853200,65395,15.619999885559082,102507,-97.93079376220703,252,13,1,1980-01-06T03:01:02
315964863,853200,66395,15.640000343322754,102508,-98.01327514648438,9,13,1,1980-01-06T03:01:03
315964864,853200,67395,15.65999984741211,102519,-98.92060852050781,20,13,1,1980-01-06T03:01:04
315964865,853200,68395,15.670000076293945,102518,-98.83812713623047,32,13,1,1980-01-06T03:01:05
315964866,853200,69395,15.670000076293945,102519,-98.92060852050781,45,13,1,1980-01-06T03:01:06
315964867,853200,70395,15.670000076293945,102506,-97.84830474853516,56,13,1,1980-01-06T03:01:07
315964868,853200,71395,15.680000305175781,102514,-98.50818634033203,67,13,1,1980-01-06T03:01:08
315964869,853200,72395,15.6899995803833,102516,-98.67315673828125,80,13,1,1980-01-06T03:01:09
315964870,853200,73395,15.6899995803833,102514,-98.50818634033203,92,13,1,1980-01-06T03:01:10
315964871,853200,74395,15.699999809265137,102517,-98.7556381225586,103,13,1,1980-01-06T03:01:11
315964872,853200,75395,15.710000038146973,102518,-98.83812713623047,116,13,1,1980-01-06T03:01:12
315964873,853200,76395,15.710000038146973,102515,-98.59066772460938,127,13,1,1980-01-06T03:01:13
315964874,853200,77395,15.710000038146973,102512,-98.34321594238281,138,13,1,1980-01-06T03:01:14
315964875,853200,78395,15.720000267028809,102512,-98.34321594238281,152,13,1,1980-01-06T03:01:15
315964876,853200,79395,15.720000267028809,102517,-98.7556381225586,163,13,1,1980-01-06T03:01:16
315964877,853200,80395,15.720000267028809,102518,-98.83812713623047,174,13,1,1980-01-06T03:01:17
315964878,853200,81395,15.720000267028809,102519,-98.92060852050781,187,13,1,1980-01-06T03:01:18
315964879,853200,82395,15.720000267028809,102516,-98.67315673828125,198,13,1,1980-01-06T03:01:19
315964880,853200,83395,15.729999542236328,102515,-98.59066772460938,210,13,1,1980-01-06T03:01:20
315964881,853200,84395,15.75,102513,-98.42569732666016,223,13,1,1980-01-06T03:01:21
315964882,853200,85395,15.760000228881836,102518,-98.83812713623047,234,13,1,1980-01-06T03:01:22
315964883,853200,86395,15.779999732971191,102519,-98.92060852050781,245,13,1,1980-01-06T03:01:23
315964884,853200,87395,15.789999961853027,102518,-98.83812713623047,2,13,1,1980-01-06T03:01:24
315964885,853200,88395,15.800000190734863,102514,-98.50818634033203,14,13,1,1980-01-06T03:01:25
315964886,853200,89395,15.8100004196167,102519,-98.92060852050781,25,13,1,1980-01-06T03:01:26
315964887,853200,90395,15.800000190734863,102514,-98.50818634033203,38,13,1,1980-01-06T03:01:27
315964888,853200,91395,15.789999961853027,102511,-98.26072692871094,49,13,1,1980-01-06T03:01:28
315964889,853200,92395,15.800000190734863,102518,-98.83812713623047,60,13,1,1980-01-06T03:01:29
315964890,853200,93395,15.800000190734863,102519,-98.92060852050781,74,13,1,1980-01-06T03:01:30
315964891,853200,94395,15.8100004196167,102517,-98.7556381225586,85,13,1,1980-01-06T03:01:31
315964892,853200,95395,15.8100004196167,102509,-98.09575653076172,96,13,1,1980-01-06T03:01:32
315964893,853200,96395,15.819999694824219,102510,-98.1782455444336,109,13,1,1980-01-06T03:01:33
315964894,853200,97395,15.84000015258789,102520,-99.00308990478516,120,13,1,1980-01-06T03:01:34
315964895,853200,98395,15.84000015258789,102509,-98.09575653076172,132,13,1,1980-01-06T03:01:35
315964896,853200,99395,15.859999656677246,102517,-98.7556381225586,145,13,1,1980-01-06T03:01:36
315964897,853200,100395,15.880000114440918,102519,-98.92060852050781,156,13,1,1980-01-06T03:01:37
315964898,853200,101395,15.880000114440918,102513,-98.42569732666016,167,13,1,1980-01-06T03:01:38
315964899,853200,102395,15.90999984741211,102519,-98.92060852050781,180,13,1,1980-01-06T03:01:39
315964900,853200,103395,15.899999618530273,102512,-98.34321594238281,192,13,1,1980-01-06T03:01:40
315964901,853200,104395,15.90999984741211,102513,-98.42569732666016,203,13,1,1980-01-06T03:01:41
315964902,853200,105395,15.9399995803833,102518,-98.83812713623047,216,13,1,1980-01-06T03:01:42
315964903,853200,106395,15.949999809265137,102519,-98.92060852050781,227,13,1,1980-01-06T03:01:43
315964904,853200,107395,15.949999809265137,102515,-98.59066772460938,238,13,1,1980-01-06T03:01:44
315964905,853200,108395,15.960000038146973,102509,-98.09575653076172,252,13,1,1980-01-06T03:01:45
315964906,853200,109395,15.949999809265137,102513,-98.42569732666016,7,13,1,1980-01-06T03:01:46
315964907,853200,110395,15.960000038146973,102517,-98.7556381225586,18,13,1,1980-01-06T03:01:47
315964908,853200,111395,15.970000267028809,102520,-99.00308990478516,31,13,1,1980-01-06T03:01:48
315964909,853200,112395,15.979999542236328,102521,-99.08557891845703,42,13,1,1980-01-06T03:01:49
315964910,853200,113395,15.970000267028809,102513,-98.42569732666016,54,13,1,1980-01-06T03:01:50
315964911,853200,114395,15.979999542236328,102513,-98.42569732666016,67,13,1,1980-01-06T03:01:51
315964912,853200,115395,15.979999542236328,102511,-98.26072692871094,78,13,1,1980-01-06T03:01:52
315964913,853200,116395,16.0,102514,-98.50818634033203,89,13,1,1980-01-06T03:01:53
315964914,853200,117395,16.020000457763672,102518,-98.83812713623047,102,13,1,1980-01-06T03:01:54
315964915,853200,118395,16.049999237060547,102521,-99.08557891845703,114,13,1,1980-01-06T03:01:55
315964916,853200,119395,16.06999969482422,102519,-98.92060852050781,125,13,1,1980-01-06T03:01:56
315964917,853200,120395,16.09000015258789,102512,-98.34321594238281,138,13,1,1980-01-06T03:01:57
315964918,853200,121395,16.100000381469727,102513,-98.42569732666016,149,13,1,1980-01-06T03:01:58
315964919,853200,122395,16.100000381469727,102515,-98.59066772460938,160,13,1,1980-01-06T03:01:59
315964920,853200,123395,16.09000015258789,102517,-98.7556381225586,174,13,1,1980-01-06T03:02:00
315964921,853200,124395,16.100000381469727,102517,-98.7556381225586,185,13,1,1980-01-06T03:02:01
315964922,853200,125395,16.1200008392334,102520,-99.00308990478516,196,13,1,1980-01-06T03:02:02
315964923,853200,126395,16.1299991607666,102511,-98.26072692871094,209,13,1,1980-01-06T03:02:03
315964924,853200,127395,16.139999389648438,102513,-98.42569732666016,220,13,1,1980-01-06T03:02:04
315964925,853200,128395,16.149999618530273,102514,-98.50818634033203,232,13,1,1980-01-06T03:02:05
315964926,853200,129395,16.170000076293945,102513,-98.42569732666016,245,13,1,1980-01-06T03:02:06
315964927,853200,130395,16.190000534057617,102520,-99.00308990478516,0,13,1,1980-01-06T03:02:07
315964928,853200,131395,16.200000762939453,102519,-98.92060852050781,11,13,1,1980-01-06T03:02:08
315964929,853200,132395,16.209999084472656,102517,-98.7556381225586,24,13,1,1980-01-06T03:02:09
315964930,853200,133395,16.209999084472656,102511,-98.26072692871094,36,13,1,1980-01-06T03:02:10
315964931,853200,134395,16.219999313354492,102512,-98.34321594238281,47,13,1,1980-01-06T03:02:11
315964932,853200,135395,16.239999771118164,102512,-98.34321594238281,60,13,1,1980-01-06T03:02:12
315964933,853200,136395,16.25,102521,-99.08557891845703,71,13,1,1980-01-06T03:02:13
315964934,853200,137395,16.260000228881836,102518,-98.83812713623047,82,13,1,1980-01-06T03:02:14
315964935,853200,138395,16.260000228881836,102511,-98.26072692871094,96,13,1,1980-01-06T03:02:15
